Motif	Number_mutations	Binary_mutations	Binary_Genic	Rep_Time	XPD	CTCF	DHS	POLR2A
chr14:23122257-23122596_-	0	0	0	66.35095	2.461942857	1.09606	4.547392667	0.112053
chr14:23246678-23247017_+	0	0	1	73.7546	-0.6162486188	0.410079	2.372550857	-0.0412906
chr14:23292018-23292357_+	0	0	1	76.5602	1.042211	0.303672	4.96753375	-0.588747
chr14:23322262-23322601_-	0	0	0	78.0626	1.84800875	1.06862	8.9712125	0.180835
chr14:23341780-23342119_+	1	1	1	78.8073	1.147524875	1.41408	7.93322125	0.0112511
chr14:23369437-23369776_-	0	0	0	79.58255	0.08794342857	0.0997483	9.574947143	-0.25163
chr14:23410125-23410464_+	0	0	0	80.2668	0.9782208333	0.512182	1.4235316	-0.0339535
chr14:23442795-23443134_+	0	0	1	80.5668	2.28956875	0.822445	6.609244286	-0.0394546
chr14:23455794-23456133_+	0	0	0	80.6373	0.834674625	1.31558	10.3799135	-0.287528
chr14:23463942-23464281_+	0	0	1	80.6668	1.1095003	-0.0775362	3.954255	-0.197083
chr14:23525369-23525708_+	1	1	1	80.40095	1.04127125	0.508125	2.542018286	0.707375
chr14:23527250-23527589_-	0	0	0	80.3728	1.473384571	1.24885	9.066534286	-0.529864
chr14:23527253-23527592_-	0	0	0	80.3728	1.473384571	1.24885	9.066534286	-0.529864
chr14:23538067-23538406_+	0	0	1	80.1998	1.97252975	0.942883	22.28503857	-0.0662048
chr14:23538133-23538472_+	0	0	1	80.1998	2.239568375	0.968836	19.573551	-0.0493368
chr14:23589986-23590325_+	1	1	0	78.6451	1.556438375	1.65759	8.3039235	-0.089234
chr14:23590054-23590393_+	0	0	0	78.6451	1.810699286	1.89245	9.066528571	-0.377174
chr14:23590086-23590425_-	1	1	0	78.6451	1.639258625	1.6933	9.066528571	-0.512118
chr14:23656289-23656628_-	0	0	0	75.11755	0.028587	1.3957	6.355058571	-0.154101
chr14:23734315-23734654_+	1	1	0	70.27285	-0.8240268333	0.789243	5.11580725	-0.351292
chr14:23764216-23764555_-	0	0	1	68.69065	-0.1135165	0.883609	3.813028286	0.6059
chr14:23768915-23769254_-	0	0	1	68.4778	0.3617665	0.515061	5.2640985	-0.432606
chr14:23797257-23797596_+	1	1	0	67.2891	-0.4870556667	0.755443	12.55475833	-0.234831
chr14:23947523-23947862_-	0	0	1	62.6203	-1.412035	0.774209	6.45037	-0.367429
chr14:23947531-23947870_+	0	0	1	62.6203	-1.412035	0.774209	6.45037	-0.367429
chr14:24008824-24009163_-	0	0	1	60.0104	0.27099975	0.451325	6.746946	-0.182314
chr14:24028696-24029035_-	0	0	1	59.2665	-0.2157232625	0.246666	3.389361143	0.282556
chr14:24028740-24029079_-	0	0	1	59.2665	-0.3961611375	0.271318	3.03983325	0.0800224
chr14:24031948-24032287_-	0	0	1	59.1674	0.41580925	1.32688	4.9675335	-0.54928
chr14:24058200-24058539_-	0	0	0	58.47745	1.9685625	1.10837	9.15127	0.329806
chr14:24058208-24058547_+	0	0	0	58.47745	1.9685625	1.10837	9.15127	0.329806
chr14:24101166-24101505_+	1	1	1	58.18835	1.02780895	1.06229	13.642185	0.479362
chr14:24135123-24135462_+	0	0	0	58.6497	1.0578142	0.600214	1.977126333	0.254057
chr14:24196767-24197106_+	0	0	0	60.4726	0.5113996667	0.0906028	6.18558	-0.485412
chr14:24299411-24299750_+	1	1	0	64.57085	0.92496275	-1.01206	1.186276	-0.0805668
chr14:24379819-24380158_-	1	1	0	69.3739	0.9238715875	0.87913	2.00184225	0.245956
chr14:24398989-24399328_-	0	0	1	70.6999	1.25580275	0.486127	3.039832	-0.744852
chr14:24423247-24423586_-	0	0	1	72.413	1.89833375	1.73709	5.33824225	0.84331
chr14:24483171-24483510_+	0	0	0	76.03335	-0.1770426	1.48108	5.422982571	-0.463213
chr14:24527503-24527842_+	0	0	1	77.6665	1.0497518	0.92154	5.04167	-0.0594767
chr14:24559743-24560082_-	0	0	1	78.229	2.205509125	1.01131	7.4142225	-0.110425
chr14:24578032-24578371_-	0	0	1	78.368	-0.0789744625	0.774334	8.22979375	0.378127
chr14:24630200-24630539_-	0	0	1	78.421	1.457687571	1.72363	19.74301429	1.05167
chr14:24685145-24685484_+	0	0	0	78.526	2.67697625	0.542638	6.227946	-0.0436945
chr14:24685158-24685497_-	0	0	0	78.526	2.797794286	0.484956	7.032918571	-0.0915968
chr14:24712105-24712444_+	0	0	0	78.6635	2.598024286	1.33883	4.999304286	0.0348981
chr14:24766065-24766404_-	0	0	1	78.7561	0.953766525	1.15252	3.558826857	0.0811666
chr14:24777313-24777652_-	1	1	1	78.67525	0.00413525	0.944081	3.039832	-0.684573
chr14:24801375-24801714_-	0	0	1	78.3225	1.54948475	1.10809	5.677176857	-0.0748952
chr14:24802833-24803172_+	0	0	1	78.2913	1.1566645	1.16616	4.250821667	0.970446
chr14:24900978-24901317_-	1	1	1	73.7462	0.7036892	1.2533	7.265935	-0.862561
chr14:24905810-24906149_-	0	0	1	73.4049	-0.4785856143	0.938137	9.13432	0.181384
chr14:24905931-24906270_-	0	0	1	73.4049	-0.3484015375	1.34328	5.832518333	0.202484
chr14:24950783-24951122_+	0	0	0	70.1272	1.0414864	0.18505	1.948882286	-0.297687
chr14:25074579-25074918_-	0	0	0	61.4427	-0.2115808375	0.782766	0.5931372	-0.519527
chr14:25074621-25074960_+	1	1	0	61.4427	-0.0722938375	0.743611	0.5931372	-0.501007
chr14:25148133-25148472_-	0	0	0	57.3438	0.9226215	1.18469	11.2696175	0.173758
chr14:25179634-25179973_+	0	0	0	55.8214	1.9503375	0.856513	8.3039425	0.307287
chr14:25204137-25204476_+	0	0	0	54.7531	-2.24046125	1.18659	9.405465429	0.215209
chr14:25275446-25275785_+	0	0	0	51.4401	-1.1826605	0.985836	7.03292	0.769007
chr14:25275510-25275849_+	0	0	0	51.4145	-0.7729848571	1.11353	7.611935	0.668498
chr14:25321846-25322185_+	0	0	1	48.9003	-1.2247754	0.09004	0.2372552	-0.102637
chr14:25512121-25512460_-	0	0	1	42.5379	0.005660183333	0.542889	4.9675275	-0.557971
chr14:25602039-25602378_-	0	0	0	39.8312	0.664497125	1.18458	3.064545	0.405043
chr14:25620153-25620492_-	0	0	0	38.8456	-1.875425	1.02814	6.030244333	0.0446977
chr14:25777505-25777844_+	0	0	0	28.1334	-0.0965276	0.00912675	0.1977126667	-0.123541
chr14:25869840-25870179_-	1	1	0	23.8292	-1.052127375	0.167404	4.236695429	0.433047
chr14:25875973-25876312_-	0	0	0	23.5907	-1.1554425	0.20295	2.372551	-0.51816
chr14:25881528-25881867_-	0	0	0	23.3537	0.2624067571	0.147364	1.680558	0.567557
chr14:25881619-25881958_-	0	0	0	23.3537	-0.01477714	0.354341	1.525212286	0.325366
chr14:26007076-26007415_-	1	1	0	18.1059	-0.346886	-0.345305	0.3558836	0.928586
chr14:26007085-26007424_+	1	1	0	18.1059	-0.346886	-0.345305	0.3558836	0.928586
chr14:26302957-26303296_+	0	0	0	12.1058	0.3053795714	1.32058	4.745105	0.631887
chr14:26746000-26746339_-	0	0	0	10.7111	1.725519833	0.277277	2.174839667	-0.141944
chr14:27200420-27200759_+	1	1	0	8.94653	0.018608625	0.158837	1.33455975	0.0526868
chr14:27200485-27200824_-	0	0	0	8.94653	0.176487375	0.31525	1.2604185	0.0878122
chr14:27200493-27200832_+	0	0	0	8.94653	0.176487375	0.31525	1.2604185	0.0878122
chr14:27386389-27386728_-	1	1	0	8.525005	-1.031771625	-0.023082	1.285131333	0.290864
chr14:27453782-27454121_-	0	0	0	8.41648	0.1314776	0.901506	5.33823325	-0.245069
chr14:27997540-27997879_-	0	0	1	9.04353	0.484072	0.661116	2.866833333	1.12352
chr14:28764064-28764403_+	0	0	0	9.2532	0.734899675	0.427308	1.383989667	-0.788847
chr14:28844540-28844879_+	1	1	0	9.01546	-0.2239451429	0.522265	1.85355575	0.176007
chr14:29078454-29078793_-	0	0	0	10.6101	0.01474928571	0.622685	5.084048	-0.0435409
chr14:29104639-29104978_-	3	1	0	10.9701	0.3850572	0.237127	2.29840975	-0.202783
chr14:29220684-29221023_+	0	0	0	12.4949	1.825762588	0.0826599	5.63480475	-0.648333
chr14:29223457-29223796_+	0	0	0	12.49885	1.14164142	0.784018	4.448531667	-1.06642
chr14:29485520-29485859_+	0	0	0	12.2368	1.386946667	0.0939519	2.372550857	-0.709681
chr14:29990758-29991097_-	0	0	0	13.312	-0.2805009429	0.120518	0.830394	0.00935764
chr14:30006133-30006472_-	0	0	0	13.4652	-0.8680236667	0.341694	1.92769725	-0.23822
chr14:30474350-30474689_-	0	0	1	21.85645	-0.9818828571	0.694244	6.439772571	-0.387634
chr14:30683693-30684032_-	1	1	0	32.7283	0.61831825	0.181511	7.1918075	-0.501942
chr14:30739898-30740237_-	0	0	0	37.0808	1.2031504	1.08355	4.490908571	0.392968
chr14:30753064-30753403_-	0	0	0	38.1048	-0.7244772	-0.00603875	1.609946857	-0.358787
chr14:30844535-30844874_+	0	0	0	45.3405	0.0465050375	0.634366	1.977126667	-0.300856
chr14:30912638-30912977_-	0	0	0	50.7614	-0.9772129	-0.0174627	3.982502571	-0.756338
chr14:30991136-30991475_-	5	1	0	56.4762	-0.6574966143	0.676003	3.7071085	-0.47735
chr14:31125402-31125741_+	1	1	1	64.51065	0.6978204286	0.454243	2.669123	-0.265454
chr14:31375980-31376319_-	0	0	1	78.9589	0.1116320375	0.492598	3.389359429	-0.690388
chr14:31449355-31449694_+	0	0	1	80.55945	0.769852	0.105911	5.3382316	-0.939887
chr14:31551220-31551559_-	0	0	1	81.67855	-0.689593625	1.28185	3.389358	0.690219
chr14:31755921-31756260_-	0	0	0	82.8502	2.037535	0.841316	0.3558828	0.27173
chr14:31755951-31756290_+	0	0	0	82.8502	2.17472	0.84335	0.3558828	0.323512
chr14:31795348-31795687_-	0	0	1	82.97985	-1.402659875	0.24447	2.001841	-0.00255122
chr14:31825205-31825544_-	0	0	1	82.8124	-0.4446265714	1.02711	7.202389714	-1.13797
chr14:31919232-31919571_-	0	0	1	80.0811	-1.87509	0.376806	5.100986	-0.310516
chr14:31979369-31979708_+	1	1	1	77.0257	-1.147539143	0.307919	2.471409333	-0.914883
chr14:31979473-31979812_+	0	0	1	77.0257	-1.25434625	0.287893	2.273696	-0.455259
chr14:32395285-32395624_+	0	0	0	56.16415	-0.4848150875	0.603257	5.761908571	0.215566
chr14:32403912-32404251_+	0	0	0	55.88	0.545652475	0.644136	6.100848286	-0.491047
chr14:32724073-32724412_-	0	0	0	49.508	1.633604875	1.1358	6.00552375	0.667157
chr14:32851944-32852283_-	0	0	1	40.4054	1.791507375	0.35715	0.7908513333	0.0603835
chr14:32938639-32938978_-	0	0	1	36.1291	-1.273998857	0.16996	5.63480125	-1.04212
chr14:32982803-32983142_-	0	0	1	34.231	-1.1763174	0.756869	5.733665	-0.836336
chr14:33029493-33029832_-	0	0	1	31.9559	-0.3881192429	0.958869	11.64033725	-0.0259984
chr14:33045322-33045661_+	0	0	1	31.0858	-0.556457875	0.936779	5.93138475	-0.657721
chr14:33057689-33058028_+	0	0	1	30.3748	-0.298041	0.775792	1.85355575	-0.165278
chr14:33180304-33180643_-	1	1	1	22.84915	-0.9166184714	0.254357	6.693977143	-0.796311
chr14:33180312-33180651_+	1	1	1	22.84915	-1.051137412	0.182778	6.005515	-0.842318
chr14:33467609-33467948_-	1	1	1	16.7757	-1.206373833	0.656639	1.0379915	-0.52484
chr14:33901638-33901977_-	0	0	1	21.0145	-1.1883539	0.410396	3.558831143	-0.218054
chr14:33944891-33945230_+	0	0	1	22.9798	0.735141375	1.03025	7.71078625	0.615847
chr14:34145250-34145589_+	1	1	1	32.84405	1.516068457	0.247334	1.6607876	-0.49432
chr14:34261898-34262237_-	0	0	1	42.1899	0.165710625	1.24367	13.71631625	-0.608492
chr14:34318433-34318772_+	0	0	0	47.0464	0.872482625	0.230696	9.786766667	0.235284
chr14:34567912-34568251_-	0	0	1	56.887	-0.21162755	0.851798	3.336401	-0.2788
chr14:34567915-34568254_-	0	0	1	56.887	-0.21162755	0.851798	3.336401	-0.2788
chr14:34697228-34697567_-	0	0	1	58.0816	1.212056125	0.746887	5.85724	0.598577
chr14:34770365-34770704_-	0	0	1	61.93355	-1.647363875	0.350247	6.439781429	0.250895
chr14:34792177-34792516_-	1	1	1	63.4331	0.785483375	1.06624	2.96569	0.567247
chr14:34793578-34793917_-	2	1	1	63.5369	0.434380225	0.546051	5.422975714	-0.424949
chr14:34800861-34801200_+	0	0	1	64.0217	1.189909	0.163854	2.471406667	-0.509176
chr14:34800871-34801210_+	0	0	1	64.0217	1.212970375	0.157955	2.203082571	-0.398352
chr14:34968012-34968351_-	0	0	0	72.7914	1.032575	0.848952	0.8897076667	0.305328
chr14:35141800-35142139_+	0	0	0	76.3691	-0.6565132	0.773481	3.855398333	-0.392552
chr14:35609949-35610288_+	0	0	1	79.7615	0.14578936	1.01063	5.100986	-0.766749
chr14:35698715-35699054_+	0	0	1	80.7929	0.441804825	0.163056	3.474094	-0.157598
chr14:35876144-35876483_-	0	0	0	81.2923	-1.534531625	1.07437	7.56250825	-0.382201
chr14:35882480-35882819_-	0	0	0	81.254	0.81549625	0.990315	7.7849335	-0.0725568
chr14:35891607-35891946_-	1	1	0	81.1763	0.5389874286	1.05343	5.846648571	-0.825548
chr14:36156551-36156890_-	0	0	1	72.4228	-0.7546084857	0.571663	6.016111143	-0.107887
chr14:36156559-36156898_+	0	0	1	72.4228	-0.7546084857	0.571663	6.016111143	-0.107887
chr14:36283629-36283968_-	0	0	0	71.0217	-0.9877862857	0.615819	1.482846	-0.0925311
chr14:36348887-36349226_+	0	0	1	68.9596	-1.138907833	0.30566	2.54202	-0.697008
chr14:36352893-36353232_+	0	0	1	68.778	-1.0703125	0.676919	2.298411	0.143344
chr14:36352903-36353242_+	0	0	1	68.778	-0.9145771429	0.780847	2.372554	0.227294
chr14:36429069-36429408_+	0	0	0	64.2404	-0.4940493125	-0.391165	1.0676476	-0.614595
chr14:36432415-36432754_+	0	0	0	63.9919	-0.650658375	0.396756	0.6919956667	-0.179393
chr14:36497445-36497784_-	0	0	0	59.05585	-0.42710125	-0.105321	0.3954253333	0.0301198
chr14:36538706-36539045_-	1	1	0	55.8487	1.541257286	0.679573	3.304626857	0.0731369
chr14:36539683-36540022_+	0	0	0	55.7731	0.0814405	0.666821	6.100842857	-0.244044
chr14:36676800-36677139_+	0	0	0	47.5094	-0.6234969	0.418598	1.5817	0.0736773
chr14:36710411-36710750_+	0	0	0	46.1459	-1.4328706	-0.145368	0.5931393333	-0.378935
chr14:36843258-36843597_-	0	0	0	40.5139	1.793190757	0.978245	9.320738286	0.115378
chr14:37022888-37023227_+	0	0	0	35.3437	-1.330380713	0.383823	4.745105143	0.130607
chr14:37026038-37026377_-	0	0	0	35.345	-0.2840387125	0.389284	0.8303932	-0.335983
chr14:37074143-37074482_-	0	0	0	35.5351	-0.0634454125	1.2015	7.19178875	0.403596
chr14:37117163-37117502_+	0	0	0	35.7697	0.909869625	0.354201	1.581701333	0.0777695
chr14:37125407-37125746_-	0	0	0	35.81135	1.559095143	0.271034	1.864148	-0.754638
chr14:37216801-37217140_-	1	1	1	36.8488	-0.218072	-0.191529	0.593137	-0.215571
chr14:37411442-37411781_-	0	0	1	46.1208	0.13528375	1.11752	4.490901429	0.376937
chr14:37618931-37619270_-	0	0	1	60.6927	-0.08924225714	0.492412	3.982491143	-0.768601
chr14:37619716-37620055_-	0	0	1	60.7593	-0.03802325	0.0481134	3.050424	-0.547207
chr14:37699822-37700161_+	0	0	1	64.7792	-1.582955	0.405035	6.5986585	-0.274207
chr14:37702119-37702458_-	0	0	1	64.8436	-0.000661175	0.436668	2.22426825	0.121065
chr14:37715572-37715911_+	0	0	1	65.2515	-0.9679788571	0.835607	4.96753375	-0.828037
chr14:37720993-37721332_+	0	0	1	65.3805	-0.9271052857	0.042575	0.7117672	-1.05002
chr14:38034802-38035141_-	0	0	0	68.5599	.	0.0495092	0.7117656	-0.556517
chr14:38063316-38063655_-	0	0	1	68.67345	-0.2018499	0.478645	5.70895125	0.196405
chr14:38063388-38063727_-	0	0	1	68.67345	-0.0797456	0.49894	6.100845714	0.275108
chr14:38178656-38178995_+	0	0	1	70.7806	-0.867085	0.12919	4.0333296	0.535788
chr14:38343861-38344200_-	1	1	1	68.0321	1.307600571	1.10918	4.8637356	-0.541888
chr14:38343871-38344210_-	1	1	1	68.0321	1.2901655	1.05887	4.349681333	-0.592491
chr14:38372820-38373159_+	0	0	1	67.5821	-0.79339685	0.871378	6.623376667	0.0545615
chr14:38455089-38455428_+	0	0	1	65.5848	-0.06601225	0.639765	4.660365714	-0.575694
chr14:38666508-38666847_-	0	0	0	52.7027	-0.8628935714	0.446842	2.372554	-0.447881
chr14:39191069-39191408_+	1	1	0	53.7317	-0.856848	1.11929	5.338245429	-0.00612831
chr14:39336780-39337119_-	0	0	1	65.2134	-0.5779935	0.332437	9.86092125	-0.556754
chr14:39484596-39484935_-	0	0	0	73.9776	-0.504733875	1.45302	4.843959667	0.0437939
chr14:39576774-39577113_+	0	0	1	78.1663	-0.6954575	0.667354	6.100844286	-0.762485
chr14:39700886-39701225_+	0	0	1	80.2017	-0.885766125	-0.0257479	1.355744	-0.449909
chr14:39837584-39837923_-	0	0	1	73.9532	-0.000207	0.136719	5.7089495	-1.36438
chr14:39937128-39937467_+	0	0	0	66.9994	-1.528232	0.69276	1.6311295	0.0760042
chr14:39960258-39960597_+	0	0	0	65.2288	-1.69338	0.340278	4.575638571	-0.2051
chr14:40201146-40201485_+	0	0	0	47.1299	0.9349965	0.350738	0.593138	0.347258
chr14:40425599-40425938_+	0	0	0	30.9055	-0.2066233375	-0.236195	1.779414333	0.248399
chr14:40458183-40458522_+	0	0	0	28.9248	-1.377887	0.337648	11.52382571	0.196699
chr14:40887017-40887356_+	1	1	0	13.5038	0.3106316625	0.167534	1.948882571	-0.56937
chr14:42579364-42579703_+	0	0	0	9.42137	-0.516207	0.265323	0.593139	0.0441933
chr14:42693521-42693860_+	0	0	0	9.042	0.7559225	0.977445	4.596821	0.274756
chr14:42693610-42693949_-	0	0	0	9.042	0.1742642857	0.859189	4.914574	0.148627
chr14:44363766-44364105_-	0	0	0	28.3247	0.9239985	0.277603	1.680558	0.628157
chr14:45272510-45272849_-	0	0	0	60.8266	-1.836252857	0.0742486	5.931372857	-0.0515964
chr14:45315451-45315790_-	0	0	0	63.8496	-0.8185503833	0.724298	3.474088286	0.265544
chr14:45382877-45383216_+	0	0	0	66.3942	0.252381625	0.430018	5.422974	0.0551184
chr14:45737765-45738104_-	0	0	0	59.7648	-0.09869658333	0.886153	8.08149975	-0.137881
chr14:45895911-45896250_+	0	0	0	47.1711	-0.5067954286	0.886203	7.371857143	-0.255144
chr14:46307834-46308173_+	0	0	0	22.174	-0.5747262857	-0.565375	5.084039714	-0.130311
chr14:46517335-46517674_+	0	0	1	16.34315	0.64505725	0.443555	0.5931391429	-0.0209393
chr14:46517467-46517806_-	0	0	1	16.34315	0.970612125	0.0337732	0.66728075	-0.293385
chr14:46719317-46719656_+	0	0	1	12.34445	-0.4793564571	0.691605	6.5986485	0.423485
chr14:46813562-46813901_-	0	0	1	11.2013	0.8502375375	0.140355	0.9885643333	0.56386
chr14:46959654-46959993_+	0	0	1	10.3881	-0.3080221	0.219164	1.948881143	0.706845
chr14:47050310-47050649_+	0	0	0	9.945835	-0.58673626	0.411805	1.1862756	-0.242648
chr14:47747466-47747805_-	0	0	1	9.21819	0.832819675	0.26584	3.135155429	-0.440856
chr14:47911429-47911768_+	0	0	1	8.29446	1.36839	0.330727	1.186275667	-0.417365
chr14:48008407-48008746_-	0	0	1	8.23911	0.13536656	0.288908	3.064546333	-0.225638
chr14:48386573-48386912_+	0	0	0	7.5145	-1.46211675	0.182185	3.474092857	0.471619
chr14:48386583-48386922_+	0	0	0	7.5145	-1.46211675	0.182185	3.474092857	0.471619
chr14:48867909-48868248_-	2	1	0	12.0187	-0.99556	0.011214	6.355049714	-0.0996318
chr14:49640505-49640844_-	0	0	0	48.1365	1.855066	0.288161	4.829842571	0.484051
chr14:49772891-49773230_-	0	0	0	57.4397	-1.262397571	0.293163	3.163398	-0.583658
chr14:49928537-49928876_+	0	0	0	70.4629	-1.18066175	0.366057	8.8970675	-0.25778
chr14:49964484-49964823_-	1	1	0	72.95735	-1.0934695	0.781454	11.19546975	0.498516
chr14:50053566-50053905_-	1	1	1	76.6641	0.227226875	1.11723	10.8989125	0.153463
chr14:50296823-50297162_-	0	0	1	82.0817	-0.4781145	0.423111	2.150126	-0.326701
chr14:50319625-50319964_-	0	0	1	81.8671	1.602110667	1.38703	19.72184	0.131167
chr14:50319682-50320021_+	0	0	1	81.8671	1.668128833	1.23497	20.33616	0.171638
chr14:50320541-50320880_+	0	0	0	81.8581	0.962838875	0.780904	6.82109	-0.458553
chr14:50320596-50320935_+	0	0	0	81.8581	0.474477625	0.651151	6.74694875	-0.591545
chr14:50332104-50332443_+	0	0	0	81.7629	0.09876385714	1.12498	6.227949667	-0.710971
chr14:50346457-50346796_+	0	0	0	81.6516	1.361039143	0.880956	3.643561143	0.0736711
chr14:50346483-50346822_-	0	0	0	81.6516	1.23822325	0.778226	3.188116	0.096979
chr14:50571696-50572035_-	0	0	0	81.5489	-1.173726667	0.932186	8.08150875	-0.553991
chr14:50576095-50576434_-	0	0	1	81.5428	1.042055	-0.287238	0.8897076667	0.171171
chr14:50727289-50727628_-	0	0	1	79.2	-0.2349945	0.388845	2.796222857	-0.164719
chr14:50784760-50785099_+	0	0	1	78.3628	-2.386511429	1.32213	5.507711429	0.282147
chr14:50787753-50788092_+	0	0	1	78.3365	-0.06712115714	1.01469	12.71009714	0.327952
chr14:50809477-50809816_+	0	0	0	78.1847	1.048926	0.362802	4.003682	-0.515963
chr14:51009612-51009951_+	0	0	1	75.8663	-0.03947345	1.24793	3.135158286	0.454252
chr14:51066699-51067038_+	0	0	1	74.8527	-1.209783375	0.661033	4.8192385	0.0269862
chr14:51181205-51181544_-	0	0	0	75.2784	-0.33713135	0.196726	2.626756571	0.504175
chr14:51244632-51244971_-	0	0	1	76.68	-0.64043975	0.72242	12.30760475	0.127754
chr14:51327234-51327573_-	2	1	1	77.87475	0.354442	0.853379	11.35436286	-0.56891
chr14:51421546-51421885_+	1	1	0	75.059	-1.451691875	1.00582	4.30024875	-0.33004
chr14:51422517-51422856_-	0	0	0	75.0008	1.304762	0.289474	3.389361143	-0.581522
chr14:51623791-51624130_+	0	0	0	62.0312	-0.2423076667	0.432808	3.050423714	0.488383
chr14:51686591-51686930_-	1	1	0	57.7252	-0.8866416667	0.92078	4.406165714	-0.802682
chr14:51686599-51686938_+	1	1	0	57.7252	-0.8866416667	0.92078	4.406165714	-0.802682
chr14:51750036-51750375_-	0	0	0	53.2058	-0.1441936625	1.30212	11.862756	-0.433151
chr14:51750045-51750384_+	0	0	0	53.2058	-0.1441936625	1.30212	11.862756	-0.433151
chr14:51750148-51750487_+	0	0	0	53.2058	-0.2093637875	1.04882	12.38175125	-0.693717
chr14:51836572-51836911_+	0	0	0	47.3714	1.052538625	0.0394104	0.3558836	-0.624352
chr14:52242893-52243232_-	0	0	0	39.3325	1.844883875	1.22405	2.7284356	0.652999
chr14:52243014-52243353_-	0	0	0	39.3325	2.04888	1.22077	2.542019429	0.572432
chr14:52246827-52247166_-	0	0	0	39.345	1.78872225	1.20999	4.151964667	0.0378383
chr14:52445828-52446167_-	0	0	1	42.3008	1.716099125	1.0997	8.3039335	-0.224995
chr14:52598444-52598783_-	1	1	0	48.6097	0.279261875	0.97192	17.64586	0.0206442
chr14:52940326-52940665_-	0	0	1	71.3662	-1.95108	0.39091	7.626064	-0.589525
chr14:53290304-53290643_+	1	1	0	80.57175	-1.702165714	0.615715	5.33824	-0.56636
chr14:53390779-53391118_+	0	0	1	81.0001	0.9989845	0.06222	1.482845	0.241591
chr14:53427858-53428197_-	0	0	0	80.2266	0.127124	0.793657	7.202392857	0.172844
chr14:53521640-53521979_-	0	0	1	75.4232	-0.3662877125	-0.164335	8.08151	-0.106606
chr14:53762723-53763062_+	0	0	0	66.718	-1.91283125	1.03916	2.711488	-0.524157
chr14:53772929-53773268_-	0	0	0	66.6482	0.106673125	0.929581	11.26961	0.15659
chr14:53791946-53792285_-	0	0	0	66.6622	-0.7738935	0.144813	2.471409667	-0.362508
chr14:53791964-53792303_+	0	0	0	66.6622	-1.310326833	0.200301	2.570266667	-0.304098
chr14:53865756-53866095_-	0	0	0	68.2673	1.165348571	-0.600127	1.0676476	-0.559948
chr14:53865764-53866103_+	0	0	0	68.2673	1.165348571	-0.719479	1.0676476	-0.710363
chr14:53879599-53879938_+	0	0	0	68.7391	0.7369770375	-0.0543213	1.440476857	0.485657
chr14:53899013-53899352_+	0	0	0	69.4037	1.471333143	0.541037	4.033338	-0.477133
chr14:54006231-54006570_+	0	0	0	72.9337	-0.477491025	0.700577	9.26777125	0.118819
chr14:54080473-54080812_+	1	1	0	75.2364	1.237469429	0.914371	4.982358	1.00414
chr14:54130423-54130762_+	1	1	0	76.6898	0.6301305	-0.323277	1.680556333	-0.330854
chr14:54259642-54259981_-	0	0	0	79.9718	-0.8601360375	0.445631	0.889706	-0.0629791
chr14:54259650-54259989_+	0	0	0	79.9718	-0.7458811857	0.501643	0.889706	0.188513
chr14:54396596-54396935_+	0	0	0	82.9831	-0.299255375	0.68016	2.033616571	0.290463
chr14:54396635-54396974_+	0	0	0	82.9831	-0.592381625	0.636416	1.948883714	0.12859
chr14:54492399-54492738_-	0	0	0	82.522	-0.0799554	0.659054	1.271010857	-1.00168
chr14:54492407-54492746_+	0	0	0	82.522	0.041455	0.667601	1.271010857	-0.95297
chr14:54642067-54642406_-	0	0	0	81.4568	-1.22795825	1.09415	14.309445	0.122525
chr14:54718779-54719118_+	0	0	0	81.036	1.187456625	-0.230667	0.5931396	0.492645
chr14:54805457-54805796_-	0	0	0	81.78155	-0.8697294	0.562207	3.643562286	-0.0652688
chr14:54814743-54815082_-	0	0	0	81.9371	-1.4844078	0.898975	7.710795	0.151191
chr14:54833491-54833830_-	1	1	0	82.24295	1.264990625	-0.0731568	6.22795	0.0941818
chr14:54833565-54833904_+	0	0	0	82.2511	0.80488875	-0.023222	6.609251429	-0.126515
chr14:55030742-55031081_+	0	0	0	82.086	-0.28361875	1.13271	8.558131143	-0.195563
chr14:55158295-55158634_-	0	0	1	79.54495	1.260340929	0.967308	5.168768286	-0.125879
chr14:55158320-55158659_+	0	0	1	79.54495	1.149254143	0.888624	5.338236857	-0.166808
chr14:55189547-55189886_-	0	0	1	79.5049	-0.6430567143	0.309583	4.03334	-0.126219
chr14:55239856-55240195_-	0	0	1	80.0065	1.912290429	0.962048	19.91249857	-0.101512
chr14:55239952-55240291_-	2	1	1	80.0065	2.003341429	1.01134	22.70871429	-0.0542912
chr14:55240739-55241078_-	1	1	1	80.0218	1.292192125	0.853308	6.524522857	-1.28972
chr14:55272533-55272872_-	0	0	0	80.5647	0.92957225	0.570998	4.89338725	-0.823349
chr14:55359891-55360230_-	0	0	1	81.8992	0.499360575	0.851094	4.0333336	0.370138
chr14:55369886-55370225_-	0	0	0	82.0044	1.157317	0.621081	3.113975	-0.238192
chr14:55518057-55518396_+	0	0	0	82.2884	2.088388429	1.80796	15.25211429	0.679691
chr14:55556302-55556641_+	0	0	0	81.97875	1.068843286	0.842719	9.292491667	-0.394091
chr14:55627731-55628070_-	0	0	1	80.9523	-0.9401075	0.941723	3.8553985	-1.34861
chr14:55679794-55680133_+	0	0	0	79.7805	0.105920625	0.949909	5.168772857	-0.575046
