Bin	TCGA-BT-A3PJ	TCGA-DK-A1A7	TCGA-FD-A3N5	TCGA-FT-A3EE	pooled_low_WT	TCGA-BL-A13J	TCGA-BT-A20T	TCGA-BT-A20V	TCGA-BT-A2LA	TCGA-DK-A1A5	TCGA-DK-A1A6	TCGA-DK-A1AA	TCGA-DK-A3IL	TCGA-GD-A2C5	TCGA-H4-A2HQ
chr12-100856695-101856694	1.4966	0.352113	1.45587	1.13636	1.13565	0.872093	1.17647	1.96078	1.02389	1.84502	1.49533	0.934579	0.808081	0.911854	1.39665
chr12-101856695-102856694	0.71736	0	1.35379	1.42349	0.863132	0.996678	1.16618	0.37037	0.769231	1.5625	1.0989	0.931677	1.14943	0.701754	0.974314
chr12-102856695-103856694	0.566572	0.191571	0.754006	1.55039	1.99742	2.38806	1.78571	1.3245	0.387597	2.16606	1.68421	2.49221	1.72745	2.46479	2.94643
chr12-103856695-104856694	0.792602	0.760456	1.17967	1.43885	1.06509	1.40449	0.826446	1.23077	0.311526	0.364964	0.199203	0.292398	0.78125	0.677966	0.724638
chr12-104856695-105856694	0.958904	0.353357	1.0989	1.01695	0.767414	0.607903	0.273973	1.0453	0.687285	0.330033	0.190476	0.666667	1.15163	0.900901	1.14638
chr12-105856695-106856694	1.4966	0.34965	1.25725	1.42857	0.718993	0.558659	0.543478	0.369004	1.6835	0.409836	0.739372	1.90736	1.26812	0	0.978648
chr12-106856695-107856694	1.27298	0.77821	1.37931	0.315457	0.919681	0.289855	0.882353	0.763359	1.09489	0.993377	0.740741	0.900901	1.00402	0.649351	0.601375
chr12-107856695-108856694	0.569801	0.773694	1.17073	1.00671	0.551471	0.288184	0.566572	1.84502	0.319489	0	1.25448	0.890208	2.35507	0.96463	0.599829
chr12-109856695-110856694	1.16883	1.06572	1.4111	0	0.628931	0.268097	0	0.611621	1.28535	0	0.342466	0	0.521739	0	0.352734
chr12-110856695-111856694	0.890585	2.26087	0.724638	1.6835	0.573066	0.512821	0.258398	0.327869	0	1.0101	0.170648	0.557103	0.176367	0.961538	0.750626
chr12-112856695-113856694	1.45503	1.06572	1.18577	1.03448	0.506757	0.852273	0	0.664452	0.571429	0.949367	0.725953	1.2012	0.369686	0.621118	0.778547
chr12-113856695-114856694	1.25523	1.48148	1.11732	0	0.849377	0.849858	1.12676	0.357143	0.949367	1.68919	0.180505	0.793651	1.13208	1.81269	1.33556
chr12-114856695-115856694	1.83099	2.09125	1.02516	1.32013	0.851582	0.609756	0.558659	1.0453	1.60256	1.36986	0.910747	0	0.540541	0.589971	0.887311
chr12-115856695-116856694	0.85592	1.82556	1.2963	0.716846	0.954198	0	0.869565	0.664452	1.31579	0.390625	0.19802	0	0.582524	0.632911	0.515464
chr12-116856695-117856694	0.8	1.18846	0.770713	0.3367	1.08696	0.56338	0.787402	0.653595	0.518135	0.701754	0.815661	1.19403	1.5411	0	0.61082
chr12-117856695-118856694	1.07527	1.59574	1.04265	1.42349	0.982659	0.288184	0.571429	0.671141	0	2.34114	0.182815	0.3003	0.537634	0.60241	1.12945
chr12-118856695-119856694	1.5919	0.527241	0.961538	2.2508	0.899281	1.43678	1.07817	0.719424	0.31746	1.0453	2.05993	0.859599	1.76367	1.37457	0.99278
chr12-119856695-120856694	0.394218	1.03093	1.25847	1.55763	0.777346	0	0	1.36054	0.527704	1.36986	1.10294	0.25641	0.373832	0.588235	0.693241
chr12-123856695-124856694	1.43791	1.00671	1.16279	0.338983	0.474433	1.46199	0.793651	0.573066	0.699301	1.66667	1.06195	0.297619	1.03627	1.08696	0.415282
chr12-124856695-125856694	1.00376	1.19225	0.458716	0.626959	0.983768	0.842697	1.48883	0.293255	1.47059	1.75439	0.508475	0.277008	1.02215	1.14943	0.759494
chr12-125856695-126856694	1.59652	0.847458	1.34615	1.92308	1.98142	2.31023	2.8169	1.79856	0.943396	2.86738	2.41636	2.25806	2.20588	1.97368	2.52393
chr12-126856695-127856694	1.75676	2.1978	1.48561	1.81159	2.18613	2.71084	2.46154	5.10638	1.25	2.80702	3.96396	1.74419	1.1215	3.06122	2.27472
chr12-127856695-128856694	1.42653	1.22592	1.86567	0.689655	1.93026	4.0625	2.14477	2.39726	2.30769	1.36986	2.52101	3.89222	1.64534	0	1.97487
chr12-128856695-129856694	1.4531	2.40137	2.44591	1.59744	2.69966	2.71003	4.45104	1.5873	0.598802	2.7027	3.85965	3.14961	1.75439	1.98864	2.49141
chr12-129856695-130856694	1.9337	2.50896	1.53698	0.694444	1.86125	1.98864	1.4245	1.36054	0.80429	2.2293	3.4662	3.51906	2.55474	2.1875	1.2987
chr12-130856695-131856694	1.19681	1.92982	1.14177	0.990099	1.14943	2.6738	1.24069	1.1236	0.246305	1.26582	1.3289	1.2987	1.51515	0.831025	1.33001
chr13-21000001-22000000	1.35318	1.52672	0.954033	1.33779	0.697269	1.10803	1.1236	1.30293	0.318471	0	0.163399	0.78329	0.736648	0.619195	0.424809
chr13-22000001-23000000	1.90337	2.07547	1.24283	1.71821	1.64975	1.87166	1.1976	1.02041	1.27389	1.13208	0.534759	0.613497	0.919118	1.58228	1.64788
chr13-23000001-24000000	1.10345	1.05263	1.39405	1.37931	1.54991	1.54799	0.514139	1.51976	1.1976	0.361011	0.728597	2.46914	2.14425	1.86335	1.92469
chr13-24000001-25000000	0.960219	1.46252	0.961538	1.9544	0.53286	0.543478	1.1236	1.35135	0	0.760456	0.371747	0.275482	0.978474	0.943396	0.780572
chr13-26000001-27000000	1.50068	0.992063	0.758294	0.334448	0.802965	0.294118	0.340136	1.02041	0.662252	0.687285	0.37037	1.16618	1.0352	1.21951	1.87793
chr13-27000001-28000000	1.64159	1.40598	0.747664	1.71821	0.640652	0.303951	0.518135	0	0.9375	1.64474	0.534759	0.303951	0.94518	1.19403	1.2285
chr13-28000001-29000000	0.833333	1.78571	1.41343	1.33333	0.850547	0.285714	1.07817	0.706714	0.911854	0.996678	1.17253	0.557103	2.04499	1.25392	1.36519
chr13-29000001-30000000	1.19048	0.956023	0.831025	1.47059	1.0863	0.849858	1.16618	0.986842	0	0.346021	0.557621	0.892857	0.965251	1.34228	1.44535
chr13-30000001-31000000	1.11421	0.860585	0.93985	0.626959	0.611247	0.546448	0.571429	0	0.597015	0.606061	1.33843	1.27796	0.959693	0.630915	0.44405
chr13-31000001-32000000	0.410397	1.40845	0.389864	1.41343	0.588928	0	0.78329	0	0	1.49254	0.181159	0.28169	0.583658	0.276243	0.461681
chr13-32000001-33000000	1.59884	1.2987	0.30581	1.68919	0.651042	0.303951	0.288184	1.45455	0.630915	0	0.785855	0	0.980392	0	0.543478
chr13-33000001-34000000	0.564972	2.0073	0.475285	2.43902	0.323206	0	1.17302	0.392157	1.38408	0.346021	0.366972	0.561798	1.27737	0	0.347826
chr13-34000001-35000000	1.64179	1.32325	0.575264	0.724638	0.698856	0.630915	1.51057	2.04082	1.43369	0.393701	0.724638	0.890208	1.9802	0.338983	0.975177
chr13-35000001-36000000	1.27119	1.93424	0.366972	0.738007	1.49355	1.5015	0.931677	1.81159	1.02041	0.70922	2.3166	1.9544	0.798403	2.31023	1.41777
chr13-36000001-37000000	1.49864	1.13852	0.380228	1.06007	1.4659	0.310559	1.41243	0	1.4652	2.20588	1.24777	0.931677	1.13422	1.85185	2.41287
chr13-37000001-38000000	0.57554	1.46252	0.567108	1.1194	1.19798	0.30303	1.75953	0.35461	0.344828	1.09489	1.17188	1.60772	1.47601	0.285714	1.23348
chr13-38000001-39000000	1.0101	0.788955	0.508647	1.11111	0.78534	0.903614	0.859599	1.1194	1.11111	2.23048	1.76817	1.60256	1.14504	0.980392	1.83406
chr13-39000001-40000000	0.594354	0.606061	0.684262	1.85874	1.46125	1.05263	1.47929	1.10294	0.37037	1.49254	1.18343	0.60423	1.02459	1.26183	2.47934
chr13-40000001-41000000	1.00719	0.564972	1.22825	0.77821	0.68793	0.606061	0	0.70922	0.763359	0.760456	0.547445	0.310559	0.956023	0	0.649351
chr13-42000001-43000000	0.408163	1.44033	0.668577	0.687285	0.619963	0.309598	0.520833	1.09091	0	1.02389	0.176056	0.304878	0.747664	0	0.524476
chr13-43000001-44000000	0.572246	1	0.575816	0.358423	0.895713	0.275482	0.613497	0.367647	1.12782	1.1583	0.585938	1.19048	0.195695	0.623053	0.653595
chr13-44000001-45000000	0.583942	1.05079	0.478469	2.08333	0.429448	1.17994	0.291545	0.865801	0	1.12782	1.13636	0	0.371747	0	0.359066
chr13-45000001-46000000	0.556328	0.37037	0.561798	0.696864	0.475624	0.847458	0.574713	0.322581	0.591716	1.70068	0.713012	0.613497	0.162866	0.31746	0.432152
chr13-46000001-47000000	0.556328	0.566038	0.279851	0	0.741656	0	2.00669	0.694444	0	0.371747	0	0.892857	0.21097	0.611621	0.718778
chr13-47000001-48000000	0.262812	0.835073	0.78125	1.40351	1.06316	0.320513	2.04678	0.373134	0	1.14943	0.915751	0.961538	1.22951	1.84049	0.725953
chr13-48000001-49000000	0.404313	0.785855	0.581395	2.81124	0.933956	0	0.573066	0	0.687285	2.30769	0.34965	1.25786	1.1976	0.296736	0.524476
chr13-49000001-50000000	0.27933	0.183824	0.845865	1.37931	0.442758	0.307692	1.53846	1.06007	1.76678	0.346021	0.187617	0.327869	0.185874	0.606061	0.43554
chr13-50000001-51000000	0.732064	0.720721	0.356506	1.32013	0.534125	0.285714	0.27027	0.692042	0	0.692042	0.552486	0.884956	0.553506	0.58651	0.534759
chr13-51000001-52000000	0.149254	0.598802	0.186047	1.72414	0.627353	0.58309	1.86335	0.716846	1.3986	1.40845	0.385356	0.835655	0.95057	0.323625	0.711111
chr13-54000001-55000000	1.0219	0.576923	1.91755	2.96296	3.09973	1.1976	2.08333	1.21951	1.24481	3.2491	3.41556	5.27859	3.75	3.64238	2.92035
chr13-55000001-56000000	2.36686	1.35659	1.25725	0.704225	2.21354	2.04778	1.13636	2.10526	1.9685	1.73611	1.14943	3.49854	2.32068	4.92308	2.93848
chr13-56000001-57000000	2.88462	2.06379	2.0165	3.39623	2.61219	4.38356	3.40557	2.98507	2.40964	5.24194	1.24113	4.39189	3.46821	3.92157	4.54985
chr13-57000001-58000000	2.10379	0.201613	2.53659	2.02703	2.32558	1.63399	2.66272	2.75591	1.05263	3.125	2.02429	4.45682	2.4	4.64286	3.26087
chr13-58000001-59000000	2.97619	0.379507	1.71891	1.8315	1.48291	1.30719	2.5	1.01351	1.06007	2.85714	1.64609	1.21581	1.94553	3.96341	3.06513
chr13-59000001-60000000	1.82841	0.884956	2.11538	1.5625	2.41047	1.21951	4.11765	0.754717	0.757576	3.95257	1.78926	6.05096	2.68199	4.07407	3.10009
chr13-60000001-61000000	0.938338	0.186916	1.20603	1.65563	1.17035	0.28169	2.43161	0.790514	1.11111	1.23967	0.94518	1.22324	1.14723	0	1.6791
chr13-61000001-62000000	2.15517	0.614754	0.773694	1.69492	1.62973	0.854701	1.52905	1.0989	2.24719	0	1.69492	1.36986	1.13122	2.55591	2.01932
chr13-62000001-63000000	2.89855	0.560748	2.2549	0.666667	2.22672	3.58209	2.78638	2.63158	1.40351	2.60223	3.31384	2.96736	3.02457	3.07692	3.01645
chr13-63000001-64000000	2.03785	0.738007	1.83044	3.22581	3.17023	0	0.898204	0.819672	0	3.93013	1.52381	0.645161	1.89076	2.2293	3.96396
chr13-65000001-66000000	1.26404	0.744879	1.59925	2.84698	2.79101	2.33236	2.78638	1.88679	0.416667	5.49451	3.63289	5.9375	2.03252	2.95203	2.28873
chr13-66000001-67000000	1.43062	1.00806	1.64251	1.68919	3.52782	2.69461	3.09859	3.53357	2.7451	6.55022	2.98211	3.32226	3.56394	4.47284	4.9864
chr13-67000001-68000000	1.5896	0.581395	2.23301	0.641026	3.06958	2.43902	2.04678	2.39726	1.18577	3.18021	1.9685	3.4965	1.10132	4.28016	3.94366
chr13-68000001-69000000	1.62003	1.17417	1.5444	1.79856	3.75084	2.04778	2.86533	4.54545	2.5	1.40845	0.178891	1.27389	2.02429	5.36278	3.7037
chr13-69000001-70000000	1.44231	1.66667	1.7017	1.66667	3.7193	0.348432	2.05882	2.14286	0.803213	3.61991	2.08333	5.3125	2.23577	2.0339	4.81481
chr13-70000001-71000000	1.44928	1.5748	1.1194	1.1236	2.59649	2.08955	1.69972	2.67176	0.803213	1.83824	1.55642	1.5674	2.1097	4.53172	2.18778
chr13-71000001-72000000	1.84397	0.581395	0.932836	0.743494	1.87793	0.925926	0.898204	1.20482	0	3.22581	1.96078	2.82132	1.23203	6.64452	2.68199
chr13-72000001-73000000	1.13475	0.808081	1.43816	1.84502	1.36201	0.331126	1.78571	1.43885	0.740741	0.738007	1.12782	0.643087	0.986193	4.13793	1.26013
chr13-73000001-74000000	1.74672	0.740741	0.957854	0.673401	0.791035	0.298507	0.884956	0	0.3663	0.692042	0.362976	0.304878	1.02459	0.314465	1.00587
chr13-74000001-75000000	1.25523	0.910747	1.18694	0.377358	0.672043	0.595238	0.621118	0.743494	1.07527	0.37594	0.759013	0.623053	0.581395	0.630915	0.929368
chr13-75000001-76000000	0.881057	0.767754	0.961538	1.36519	1.32188	1.18694	1.27389	0	0.350877	1.13208	0.931099	1.38122	1.8018	1.84049	0.979519
chr13-76000001-77000000	0.85592	0.738007	1.7094	1.13636	1.23457	1.28205	1.5015	0.760456	1.5873	0.692042	1.51515	1.53374	0.863931	0.990099	1.37339
chr13-77000001-78000000	1.66667	0	0.38835	1.10701	0.580271	0.31746	0.598802	0.70922	0.740741	0.793651	1.2963	0.900901	0	0.641026	0.28436
chr13-78000001-79000000	0.407056	0.379507	1.34357	0.931677	1.67785	0.852273	2.44648	0.694444	0.666667	0.704225	1.58103	2.92208	1.84049	1.0101	2.2748
chr13-79000001-80000000	1.61527	0.877193	1.50801	0.701754	1.05394	1.4881	2.31023	0.33557	1.10701	1.2	0.934579	2.93255	1.03093	0.651466	1.13537
chr13-80000001-81000000	0.868307	0.595238	1.88867	1.76678	0.83871	0.569801	0.290698	0.724638	0.699301	0	0.607287	0.615385	1.22699	0.621118	0.79646
chr13-81000001-82000000	0.970874	0.402414	1.72745	1.09091	1.77054	1.30719	1.81818	0.369004	0.826446	1.1811	1.16279	0.909091	1.94805	1.30719	2.49554
chr13-82000001-83000000	1.36426	0.764818	1.73745	2.0979	2.29885	1.4881	1.3587	1.55039	2	1.5444	1.56863	2.97619	1.96937	4.12371	3.50379
chr13-83000001-84000000	0.867052	1.33843	1.33588	2.04082	2.26804	1.69492	0.869565	1.85185	1.95312	1.81818	1.04895	2.10843	2.26337	3.79747	2.04626
chr13-84000001-85000000	2.58752	0.357782	1.18721	1.07527	2.06667	1.29032	1.88088	1.15385	2.21402	3.24074	1.71756	2.2293	1.65138	2.53165	3.17316
chr13-85000001-86000000	0.945946	0.956023	1.79641	1.9305	1.22265	0.619195	1.76991	1.6129	1.99203	0.787402	1.45985	1.2945	0	0.571429	1.66821
chr13-87000001-88000000	0.42735	0.77821	1.73833	2.01342	2.58503	0.617284	2.04678	2.29008	2.15827	1.95312	2.62626	2.75229	1.81087	5.03356	2.96367
chr13-88000001-89000000	1.54494	0.823045	1.83655	2.71318	2.19124	4.69613	2.1148	2.34375	1.63934	2.72374	4.04624	3.58209	2.73973	3.63636	2.41265
chr13-89000001-90000000	0.713267	0.718133	1.49533	2.24719	2.34114	3.62117	1.52905	4.11985	1.1236	4.28016	1.76125	2.5788	1.84049	2.43056	1.40581
chr13-90000001-91000000	1.46843	0.559701	1.32325	0.347222	1.5873	1.50602	1.40845	3.44828	1.83824	1.79856	1.69173	0.864553	0.972763	0.955414	2.75989
chr13-91000001-92000000	2.1097	0.554529	1.07843	1.71233	2.21328	3.47826	2.19178	1.90114	2.06612	1.91571	2.27704	0.990099	1.84049	3.14465	3.15107
chr13-92000001-93000000	1.51307	1.17417	2.68972	1.79856	2.94118	3.50318	3.89972	2.43056	2.37288	2.53623	3.73832	1.94805	3.60169	0	4.14097
chr13-93000001-94000000	1.65414	1.39442	2.11335	1.03806	3.87847	4.87805	3.5503	3.05344	1.79856	1.73611	4.69925	4.12371	3.74016	4.69314	3.59712
chr13-95000001-96000000	0.840336	0.174825	1.41093	0.671141	0.685786	0.57971	0.60423	0.358423	0.632911	1.11111	1.01626	0.316456	0.757576	1.15942	0.34904
chr13-96000001-97000000	1.00143	1.65746	1.06796	0.662252	0.701083	0.911854	0.864553	0.296736	0.699301	1.03448	0.75188	0.297619	0.978474	1.09091	0.25641
chr13-97000001-98000000	0.605144	1.12782	0.782014	0.657895	1.01488	0.613497	0.761421	1.65975	1.42349	1.60643	1.1583	0.943396	0.410678	0.657895	0.176367
chr13-98000001-99000000	1.09739	0.379507	1.45914	0.952381	0.404624	0.593472	0.522193	0.328947	0.923077	1.11524	0.191205	0.3125	1.0929	0	0.341297
chr13-99000001-100000000	0.726744	1.34454	1.42985	1.53257	0.504484	1.16618	0.757576	0	1.80723	1.31148	1.13422	0.276243	0.912409	0.291545	0.438212
chr13-100000001-101000000	0.816327	0.772201	0.83877	0.983607	0.78172	0.315457	0.561798	1.31579	1.22324	0.346021	0.892857	0	1.1583	0.625	0.866551
chr13-101000001-102000000	0.802139	0.183486	0.580271	0.396825	1.1465	1.18694	0.879765	1	3.92749	0.787402	0.736648	1.5674	1.85567	0.879765	2.1043
chr13-102000001-103000000	1.31579	1.42276	0.504541	1.55039	1.38705	0	1.18343	0	0.389105	0	1.09489	0.977199	2.28571	1.76056	2.15827
chr13-103000001-104000000	0.68306	0.38835	0.772201	2.64151	1.01846	0.867052	1.47493	1.03448	2.5641	1.60643	0.938086	1.58228	0.579151	1.66667	1.88004
chr13-104000001-105000000	0.734214	1.11317	0.687623	2.3622	1.61812	1.5528	1.53846	1.7316	0.816327	0.826446	1.36187	2.2508	0.626305	2.22222	2.77281
chr13-105000001-106000000	1.28205	0.931099	1.55039	1.43885	1.5852	2.76923	0.58309	1.97628	1.43885	0.414938	1.67286	0.666667	1.6632	1.90476	1.45059
chr13-106000001-107000000	1.16448	0.961538	1.24164	1.50943	1.31744	1.14613	1.18343	0.689655	0.315457	1.02041	0.819672	0.311526	0.38835	0.322581	1.5233
chr13-107000001-108000000	1.2605	0.560748	1.59325	0.727273	0.793651	0.598802	0.857143	0.361011	0.3367	0.754717	0.396825	1.26984	0.6	0.628931	1.30548
chr13-108000001-109000000	1.66436	0.365631	1.35379	1.60643	1.20643	1.52905	2.83019	1.74825	1.4652	1.08696	0.772201	1.2987	0.83682	0.619195	2.39574
chr13-109000001-110000000	1.09141	1.58103	1.2464	1.06762	1.4661	1.94444	0.909091	0.740741	1.37931	1.38408	0.963391	1.5873	1.16732	1.3245	2.24719
chr13-110000001-111000000	1.66436	0.178571	0.566038	1.50943	1.02348	1.7341	1.0582	0.606061	1.44509	0	1.37931	1.47929	1.32325	0.2849	1.31234
chr13-111000001-112000000	0.670241	1.22807	1.96629	1.35593	0.576218	0.289017	0.837989	0	1.82292	0.657895	1.0453	0.273973	0.736648	0.626959	0.925926
chr13-113000001-114000000	1.00376	1.55763	1.0582	2.28013	0.58309	0.795756	0.934579	0.294985	1.08696	2.09581	0.653595	0.806452	0.910747	0.534759	0.312989
chr14-21000001-22000000	0.837989	0.719424	0.480769	1.73611	0.448682	0.294118	1.12676	0.316456	0.900901	0.362319	0.557621	0.58309	0.56391	0.842697	0.595745
chr14-22000001-23000000	2.16718	1.00604	1.32701	2.60223	0.657462	0.2849	0.304878	0.346021	1.47059	0.413223	0.576923	0.60241	1.44628	0.308642	0.360036
chr14-25000001-26000000	2.19298	2.04082	1.88857	1.52091	1.6812	0.346021	0.578035	0.78125	3.14961	0.367647	1.21457	0.970874	1.49254	0.980392	0.905797
chr14-26000001-27000000	2.16138	3.80228	1.15496	1.04895	3.00699	3.003	1.69972	1.52672	1.99203	3.01724	4.89978	4.24242	2.31214	1.30719	4.08745
chr14-27000001-28000000	1.85714	2.63653	1.27701	1.49254	2.73333	3.11526	3.1339	1.52091	0.763359	2.07469	3.71134	5.77508	1.0352	2.4735	2.68519
chr14-28000001-29000000	1.41287	2.01207	1.14286	1.99336	2.73411	2.61628	1.5625	1.60643	1.58103	2.41935	3.46154	4.65116	3.90144	3.91459	2.34234
chr14-29000001-30000000	2.15385	0.899281	1.40977	0.699301	2.19178	0.920245	0	1.68067	2.17391	1.6129	1.93798	2.52366	1.36364	1.71233	3.41556
chr14-30000001-31000000	1.16448	0.582524	0.401204	1.3986	0.885559	0.611621	1.35501	1.58103	0.355872	0	1.54143	0.287356	1.10865	1.37931	0.970874
chr14-31000001-32000000	1.34048	1.3308	1.5444	1.23077	0.820152	0	0	0.37594	1.51057	0	0.877193	0.306748	0.191205	0	0.447227
chr14-32000001-33000000	0.890208	0.742115	1.00548	1.03806	0.444444	0.295858	0.271003	0.668896	0.361011	0.78125	0.527241	0	0.770713	1.04895	0.44843
chr14-33000001-34000000	0.711238	1.86567	0.974659	0.347222	1.06454	0.641026	0	1.28755	0.763359	1.13208	0.982318	0.613497	0	1.23457	1.08597
chr14-34000001-35000000	0.890208	1.1257	1.20482	1.81159	0.684932	0.310559	0.268817	0	0.606061	0.352113	0.553506	0.540541	1.18343	0.309598	0.733272
chr14-36000001-37000000	0.560224	0.729927	1.60529	1.37457	1.04987	0	0.297619	0.671141	1.02389	0	0.582524	0.859599	0.384615	0.275482	0.593723
chr14-37000001-38000000	0.671141	0.190476	1.52964	2.18978	1.33245	1.51515	0.31746	0	0.692042	1.36519	0.608519	0.318471	0.378072	0.321543	0.276498
chr14-38000001-39000000	1.0043	1.35135	1.59176	0.766284	0.765795	0.619195	1.16618	0.784314	1.16732	0	0.736648	0.3003	1.0101	0.645161	0.701139
chr14-40000001-41000000	1.09739	0.421053	1.08268	1.27796	1.10803	0.589971	0	0.851064	1.19048	0	1.6129	0.309598	0.817996	0.9375	0.711744
chr14-41000001-42000000	1.90616	0.558659	1.68224	2.1978	1.9305	2.52809	0.285714	2.04918	1.49254	2.55319	1.87266	2.8125	2.44898	3.32226	2.71536
chr14-42000001-43000000	0.833333	0.182815	2.1215	0.327869	2.58621	1.52439	0	1.99203	1.14504	1.49254	0.775194	3.15457	1.39721	1.03448	2.05174
chr14-43000001-44000000	1.17493	0.817996	1.58888	0.309598	1.85822	0.847458	0.56338	1.55642	2.34375	1.92308	0.823045	2.35988	1.77165	2.17391	2.03908
chr14-44000001-45000000	1.01892	0.732601	1.17073	0.775194	1.82292	1.14286	0.977199	2.82258	2.46914	1.78571	1.34615	3.06748	1.47992	2.26537	1.5873
chr14-46000001-47000000	2.35988	1.2844	1.16618	2.0979	0.99272	0.298507	1.72414	0.359712	0.746269	1.1236	0.95057	0.869565	1.15607	1.96078	1.13438
chr14-47000001-48000000	1.69492	1.53551	0.767018	1.77936	2.91667	3.19489	0.634921	3.0303	4.81928	1.87266	2.39411	4.37318	1.89394	2.51572	2.0649
chr14-48000001-49000000	0.870827	1.55945	2.27498	1.30293	3.09822	3.58209	1.82482	1.5748	2.46914	1.10294	3.23974	4.19355	2.079	2.5	2.4744
chr14-49000001-50000000	1.19581	1.40845	0.968992	1.76678	1.56352	0.986842	0.597015	1.5444	0.766284	1.4652	3.78788	1.23077	3.24675	2.32558	1.78571
chr14-50000001-51000000	0.819672	1.03448	1.62602	0.4	0.660661	0	0.280899	0.996678	0.277008	1.0101	0.182815	0.325733	0.557621	0	0.521739
chr14-51000001-52000000	1	1.72745	1.05465	1.36519	0.632511	0	0.564972	0.775194	0.314465	0.364964	0.584795	0.296736	0.384615	0	0.0914077
chr14-52000001-53000000	2.17391	0.34965	1.96657	0.704225	1.07207	0.285714	0	1.09091	0.662252	0.328947	0.588235	0.310559	1.17647	0.3125	0.448029
chr14-53000001-54000000	0.134228	0	1.04862	1.30719	0.51713	0.595238	1.33779	0.687285	0.732601	1.04895	1.49254	0.606061	0.392157	0.303951	0.269784
chr14-54000001-55000000	1.1713	0.884956	1.27326	1.08303	0.428397	0.330033	0	0	1.96078	0.362319	0.372439	0.58309	0.367647	0.31348	0.884956
chr14-55000001-56000000	1.19681	0.687285	0.948767	0.732601	0.52417	0	0	0.367647	1.24611	0.361011	0.371058	0.651466	0.716846	0	0.344234
chr14-56000001-57000000	0.704225	1.39721	0.986193	1.10294	0.37831	0.819672	0.330033	0	0.757576	0	0.740741	0.30303	0.77821	0.588235	0.42735
chr14-57000001-58000000	0.522193	1.34615	0.595829	1.35593	0.992556	0.589971	0.30303	0.986842	1.1194	0.628931	1.28205	0.564972	1.79283	0.961538	0.99278
chr14-58000001-59000000	1.01597	1.10906	1.16392	1.41343	0.71568	0.607903	0.600601	1.3289	1.57233	0.357143	0.821355	1.33333	0.798403	0.980392	0.817439
chr14-59000001-60000000	0.441176	1.10906	1.66667	0.655738	0.806452	0.307692	0	0.704225	1.0989	0.380228	0.938086	0.977199	0.728597	0.340136	0.919963
chr14-60000001-61000000	0.282486	1.8018	0.589971	1.81159	1.34788	0.316456	0.285714	0.359712	0.666667	0	0.18622	0.30581	0.639659	0.983607	0.967458
chr14-61000001-62000000	1.19522	0.92081	0.93985	0.740741	0.619963	0	0.296736	0	1.9544	0.743494	0.383142	0.578035	0.796813	1.01695	0.601375
chr14-62000001-63000000	1.17994	1.74757	0.680934	2.20588	0.83709	0	0.597015	0.647249	1.32013	0.374532	0.574713	0.923077	1.2963	0.628931	0.530973
chr14-63000001-64000000	1.8705	0.766284	1.31086	1.04167	0.649351	0	0.569801	0.740741	1.74825	0.813008	0.539568	1.59236	0.365631	0	0.813008
chr14-64000001-65000000	1.3369	0.715564	0.951475	2.14067	0.299043	0.299401	0	0.914634	2.08955	0	1.04712	0.3003	0.732601	0.593472	0.266904
chr14-65000001-66000000	0.518807	0.529101	1.06796	1.51515	0.793651	1.12994	0.514139	0.346021	1.16959	0.340136	0.165837	0.280899	0.702988	1.48368	0.334728
chr14-66000001-67000000	1.30814	0.580271	0.965251	0.724638	0.678593	0.914634	1.02041	1.14068	0.993377	1.06007	1.49533	0.990099	0.206612	0.290698	0.498339
chr14-67000001-68000000	0.794702	1.10497	1.28458	0.347222	0.766284	0.571429	1.1976	1.41844	0.714286	1.14504	0.804829	1.24611	0.409836	0.657895	0.257069
chr14-68000001-69000000	0.702247	0.526316	0.642202	1.08696	0.616143	0.60423	0	0	0.320513	0.328947	0.866551	0.675676	0.749064	0	0.084674
chr14-69000001-70000000	0.97629	1.06007	0.854701	0.701754	0.364078	0	0	0.310559	2.16049	0.363636	0.558659	0.593472	1.06007	0	0.169924
chr14-70000001-71000000	0.652742	0.541516	0.76555	0.364964	0.933416	0.569801	0	0.332226	0.977199	0	0.503356	0	0.94162	0.303951	0.457038
chr14-71000001-72000000	0.814111	0.582524	0.854701	1.13636	0.504732	0.27248	0	0.348432	0.724638	1.03806	0.194553	0	0.574713	1.17994	0.41806
chr14-72000001-73000000	1.12835	1.61943	1.29611	0.719424	1.0665	0.657895	0	0	0.993377	0.338983	0.582524	0.949367	0.189036	1.37931	0.175901
chr14-73000001-74000000	1.22449	1.25448	0.848256	0.632911	0.448179	0.275482	0.558659	1.26183	0.874636	0	0.347826	1.08401	0.692042	0	0.518583
chr14-75000001-76000000	1.07672	0.863558	0.975177	1.21212	0.868558	0.298507	0.578035	0	0.923077	0	0.925926	1.16279	0.35524	0.872093	0.0884956
chr14-76000001-77000000	0.702247	0.372439	1.05062	0.671141	0.596303	0.293255	0.561798	0	0.314465	0.724638	0.736648	0.630915	0.347826	0.606061	0.548948
chr14-77000001-78000000	0.774194	1.14068	0.533333	1.30719	0.383352	0	0.247525	0.626959	0.536193	0.35461	1.40351	0.591716	0.859107	0.887574	0.415282
chr14-78000001-79000000	0.730994	1.08108	0.751174	1.02041	0.952381	0.613497	0.549451	0.31348	1.60256	0.338983	0.919118	1.45349	0.83682	0.917431	0.607112
