Bin	pooled_low_Mutant	TCGA-BT-A3PJ	pooled_low_WT	TCGA-BT-A20T	TCGA-BT-A2LA	TCGA-BT-A3PH	TCGA-CF-A27C	TCGA-DK-A1A5	TCGA-DK-A1A6	TCGA-GD-A2C5	TCGA-H4-A2HQ
chr13-91000001-92000000	0.919118	1.00733	1.45867	1.36426	1.26904	1.89702	0.643087	0.510204	1.34731	0.965251	1.69312
chr13-92000001-93000000	1.11732	1.22699	1.69396	1.87668	2.04604	1.02996	2.1875	1.21547	1.69231	0.516351	1.51057
chr13-93000001-94000000	0.568182	0.969163	1.46899	1.30548	2.40964	1.07949	0.292398	1.14943	1.65165	1.41343	2.40838
chr13-95000001-96000000	0.567108	1.68589	1.45333	1.41388	0.977995	0.55814	1.59744	0.811359	1.45138	0.924214	1.28205
chr13-96000001-97000000	0.731261	1.69811	0.828272	0.884956	0.742574	0.990099	0.993377	0.426439	1.51057	1.37931	1.38067
chr13-97000001-98000000	1.10092	1.06289	1.13821	1.04849	0.680272	0.877963	0.531915	0.83682	2.55639	0.833333	1.12016
chr13-98000001-99000000	0.390625	1.1324	0.941828	0.653595	1.30548	1.21043	0.795756	1.01351	1.38504	1.4975	0.49456
chr13-99000001-100000000	1.50094	0.526316	2.18409	0.533333	0.506329	1.5748	1.20846	2.13964	1.53417	1.93662	0.98912
chr13-100000001-101000000	1.09489	1.39925	1.1925	1.37741	1.89189	1.84332	2.16216	0.663717	1.06383	1.25	1.21827
chr13-101000001-102000000	1.0989	0.630631	1.31096	2.54011	4.90956	1.72745	0.920245	1.73348	1.06383	0.866551	0.8
chr13-102000001-103000000	1.3308	1.00273	1.63472	0.960219	0.992556	0.703606	0	0.858369	1.01892	0.704225	1.26316
chr13-103000001-104000000	1.33588	0.996678	0.712719	0.65189	1.23457	0.468604	0	0.551876	1.60116	0.860585	0.99108
chr13-104000001-105000000	0.772201	0.813008	0.986301	1.08108	4.22886	1.34048	2.32558	0.530223	1.28023	1.3913	1.00111
chr13-105000001-106000000	1.01626	0.844278	1.31148	0.615006	1.30208	0.664767	0.593472	0.865801	0.74184	0.884956	2.04082
chr13-106000001-107000000	1.24113	1.20586	1.22536	1.20643	1.50754	1.13314	1.4245	0.645161	0.738552	1.35135	1.03093
chr13-107000001-108000000	1.1257	0.986547	1.40011	0.534759	0.696056	0.665399	1.51515	1.01124	1.21766	1.66359	1.18812
chr13-108000001-109000000	1.30597	1.44404	1.70068	0.922266	1.00756	1.57553	0.890208	1.90678	0.286944	1.41844	1.8711
chr13-109000001-110000000	0.884956	0.795053	1.44044	0.947226	2.30179	1.08992	0.286533	1.2474	1.12835	0.668896	1.88088
chr13-110000001-111000000	0.722022	1.10092	1.13519	1.16129	0.460829	1.16392	0	1.18026	1.17035	0.510204	0.685602
chr13-111000001-112000000	1.10701	1.04167	0.825083	0.957592	2.00501	1.10906	1.43678	1.74482	0.69735	1.16054	1.19306
chr13-113000001-114000000	1.13636	1.04257	1.39485	0.798935	0.954654	0.777454	0.274725	1.21951	1.62003	0.529101	1.10988
chr14-21000001-22000000	0.84317	1.06101	0.700431	1.39082	1.48883	0.888099	0.854701	0.104384	1.33531	1.0989	0.898204
chr14-22000001-23000000	0.922509	1.73762	1.05088	0.551724	1.71569	1.25673	1.16959	0.445931	1.41844	1.3986	1.11902
chr14-25000001-26000000	0.35461	1.24888	1.04857	0.401606	1.24378	1.23457	1.54799	0.919305	1.6369	1.05634	1.21457
chr14-26000001-27000000	1.53846	1.4218	1.46367	0.794702	1.11857	1.27971	2.04082	0.634249	0.710227	1.06007	0.922131
chr14-27000001-28000000	1.03306	1.49123	1.65289	0.405405	2.12766	0.938967	1.10193	0.42735	1.85759	1.84255	1.54185
chr14-28000001-29000000	2.05761	1.36116	1.57068	0.572246	1.48883	1.24777	1.38889	0.868621	1.23648	0.927644	1.10442
chr14-29000001-30000000	2.10084	0.725953	1.23944	0.84507	2.50696	1.3712	2.92208	0.314465	1.97869	1.33333	0.52687
chr14-30000001-31000000	0.984252	0.973451	0.702703	0.915033	2.92683	0.702988	0.819672	0.682594	1.27479	0.520833	1.5448
chr14-31000001-32000000	1.27273	1.97554	1.0459	0.429185	1.04712	0.885827	0	0.668151	1.10236	1.38169	1.03567
chr14-32000001-33000000	0.957854	0.359389	0.926936	0.78637	1.07817	1.06383	1.53846	0.622407	1.15108	1.41343	0.833333
chr14-33000001-34000000	0.817996	1.08011	0.634585	0.665779	0.689655	0.825688	1.14286	1.23874	0.965517	1.42349	1.9019
chr14-34000001-35000000	1.89753	0.88968	0.816104	0.285714	0.44843	0.738689	1.12676	0.542888	1.58501	0.87108	0.656455
chr14-36000001-37000000	1.002	1.50801	0.732807	0.140449	0.982801	0.374532	0.923077	0.444444	1.1782	0.520833	0.303951
chr14-37000001-38000000	1.52284	1.41643	5.59247	0.395778	0.997506	1.78739	0.561798	0.829016	1.983	1.30597	0.294406
chr14-38000001-39000000	0.713012	0.813008	1.0181	1.00719	0.217865	1.19376	1.82927	1.51339	0.445104	0.822368	0.750268
chr14-40000001-41000000	1.2987	1.21609	1.16022	0.254453	0.506329	0.648749	2.31884	0.654308	1.19403	0.339559	0.70922
chr14-41000001-42000000	0.361011	1.01103	1.21739	0.693481	1.48515	1.04167	0.568182	0.810185	0.449775	0.376648	1.51515
chr14-42000001-43000000	1.47368	0.674374	1.37065	0.276625	3.42105	1.12676	1.82371	0.892857	2.02492	1.67286	1.16156
chr14-43000001-44000000	0.788955	1.27326	1.07649	0.687758	1.04987	0.676983	0.651466	0.672646	1.1976	0.948767	1.00223
chr14-44000001-45000000	1.14068	0.831025	1.32817	1.37552	1.49626	0.657895	2.38095	0.918485	1.63447	0.372439	1.56904
chr14-46000001-47000000	1.01833	1.34048	1.10375	0.137552	1.24069	1.13636	0.552486	0.854701	0.900901	1.25448	1.25392
chr14-47000001-48000000	1.19522	0.735294	1.54817	0.708215	1.92308	1.91388	2.38806	0.667408	1.13475	0.963391	0.518135
chr14-48000001-49000000	2.42915	1.46789	1.13514	0.412655	2.43902	0.877193	1.88088	0.966702	1.37195	1.37525	0.842105
chr14-49000001-50000000	0.888099	0.949914	1.35517	1.4531	0.738916	1.18939	0.600601	0.643087	1.91176	1.22807	1.25918
chr14-50000001-51000000	1.16732	0.996377	1.0538	1.59787	0.527704	1.08161	0.303951	0.980392	0.641026	0.571429	1.18534
chr14-51000001-52000000	1.11732	1.15556	0.963597	0.552486	1.24069	0.650558	1.17647	0.11236	0.439883	0.353357	0.641711
chr14-52000001-53000000	1.28676	1.38249	0.773054	0.796813	0.74813	0.711744	0.274725	1.18919	1.28023	0.857633	0.945378
chr14-53000001-54000000	1.74419	1.5887	0.860585	0.281294	1.03359	1.54889	0.540541	1.82648	1.72956	0.681431	1.03627
chr14-54000001-55000000	0.578035	1.47465	0.946021	0	1.22249	0.926784	1.13314	0.449944	1.21766	1.07914	0.804829
chr14-55000001-56000000	1.0453	0.726612	0.608407	0.134771	0.80429	1.8078	0.287356	0.743889	1.55148	0.583658	0.940439
chr14-56000001-57000000	1.15385	0.861326	1.12721	0.372671	1.02041	1.38504	0.573066	0.321888	1.92878	0.170358	1.04275
chr14-57000001-58000000	1.6791	0.836431	0.697051	0.414938	1.00251	1.71756	1.5015	0.63762	0.304414	0.738007	0.617284
chr14-58000001-59000000	0.193798	1.12888	1.10436	0.138313	0.757576	0.976043	0.571429	0.558659	0.598802	1.04895	1.06724
chr14-59000001-60000000	1.27273	1.04463	0.751476	0.267023	0.228311	1.72084	0.554017	0.433839	1.36054	0.175439	1.20482
chr14-60000001-61000000	1.21212	0.767263	1.21614	0.416089	0.961538	1.07527	1.08992	0.226244	0.869565	0.357782	0.850159
chr14-61000001-62000000	1.91571	1.99456	1.0333	0.718391	1.65289	1.66359	0.296736	0.694444	1.16959	1.94346	0.63358
chr14-62000001-63000000	0.792079	0.964067	1.17899	0.546448	1.49254	1.2093	1.54799	0.465658	0.573066	0.506757	1.34436
chr14-63000001-64000000	0.587084	0.626118	0.644815	0.384123	1.25	0.756859	1.18343	0.985761	0.977654	0.749064	0.587659
chr14-64000001-65000000	1.38067	1	1.40921	0.567376	1.26263	1.36319	2.86533	0.437637	0.60423	0.868056	1.27932
chr14-65000001-66000000	1.94553	0.616197	1.06922	0.820793	1.04439	1.27576	0	0.881057	0.884956	0.848896	0.321199
chr14-66000001-67000000	0.88968	1.26697	0.857449	0.643501	2.20588	1.17532	0.769231	0.772627	1.41844	1.44404	1.47059
chr14-67000001-68000000	1.67015	0.823422	0.964265	0.573888	1.25	2.02117	0.632911	0.775194	1.47929	0	0.942408
chr14-68000001-69000000	0.558659	2.02822	1.21145	0.401606	2.63158	1.17532	0.30581	0.330761	1.47493	2.49554	1.21212
chr14-69000001-70000000	0.552486	0.771456	1.33049	0.684932	1.81347	1.14395	1.15274	0.859291	0.928793	0.853242	0.907029
chr14-70000001-71000000	1.07335	1.25112	1.18726	0.407056	1.43198	0.826446	0.28169	0.339367	0.561798	0.591716	0.859291
chr14-71000001-72000000	1.30841	0.812274	0.73157	0.673854	1.04987	0.458295	1.21581	0.515996	1.30624	0.881834	0.518135
chr14-72000001-73000000	1.55039	1.23023	0.859291	0.797872	1.82232	1.31951	0.840336	0.846561	0.914634	0.859107	1.0101
chr14-73000001-74000000	0.838926	0.896057	1.02916	0.396825	1.82292	0.900901	0	0.440529	0.864553	1.29151	0.505561
chr14-75000001-76000000	2.75862	1.78253	0.609418	0.418994	0.724638	1.17541	0	0.56243	1.47256	1.81488	0.4158
chr14-76000001-77000000	1.14943	0.884956	0.426667	0.758534	0.702576	1.27621	0.78534	0.436205	1.41243	1.78891	1.39581
chr14-77000001-78000000	1.38067	1.63339	0.678143	0.134953	1.25628	0.854701	1.74419	0.55371	1.16959	0.87108	0.50813
chr14-78000001-79000000	1.62933	0.790167	1.00742	0	1.81406	1.07108	0.867052	0.848356	0.567376	0.869565	1.10664
chr14-80000001-81000000	0.714286	1.21043	1.34336	0.396301	0.992556	0.808625	1.68539	0.860215	1.24805	0.700525	0.620476
chr14-81000001-82000000	0.373134	0.365297	0.597501	0.722022	0.714286	1.32075	0.278552	0.680272	1.21029	0.875657	0.52687
chr14-82000001-83000000	1.37525	1.12465	0.833333	0.921053	2.41546	1.4733	1.26582	0.866739	1.57819	1.72745	0.813835
chr14-83000001-84000000	0.570342	1.68697	1.23043	1.14613	2.41546	0.557621	0	0.528541	1.4218	1.83946	0.630915
chr14-84000001-85000000	0.759013	1.14943	1.27212	1.84697	1.59817	0.937207	2.34899	0.331126	1.20301	1.15385	0.748663
chr14-85000001-86000000	1.36986	1.17647	0.92091	0.685871	2.29008	0.462535	0	0.314136	0.606061	1.57068	0.513347
chr14-86000001-87000000	0.943396	1.29758	1.68662	0.136986	2.26244	0.956023	1.08696	0.3367	1.45985	0.883392	0.215983
chr14-87000001-88000000	1.73077	2.00364	1.09709	1.28535	0.694444	0.740056	4.6729	1.07527	1.65165	0.706714	1.33197
chr14-88000001-89000000	1.26126	0.960699	1.30648	0.917431	1.38889	0.942507	1.47059	0.676437	1.02041	1.17057	0.623701
chr14-89000001-90000000	0.927644	0.923361	0.717835	0.645161	0.262467	1.07317	0.584795	1.20879	0.145349	2.09424	0.654308
chr14-90000001-91000000	0.394477	0.270027	1.55246	0.514801	1.02041	1.01852	1.68067	0.903955	1.16788	0.526316	0.55371
chr14-91000001-92000000	1.06762	1.14437	1.18662	0.542741	0.992556	1.43541	1.64835	1.12108	0.818554	0.383142	0.87241
chr14-92000001-93000000	0.52356	0.96432	0.899382	1.10345	1.07817	0.980392	1.67598	0.223964	0.686813	1.11524	0.583658
chr14-93000001-94000000	1.52964	0.706714	0.64	0.718391	0.524934	1.16618	1.1396	1.10865	1.01744	0.527241	0.511247
chr14-94000001-95000000	0.919118	0.539568	0.989068	1.29032	1.00251	0.566572	0.576369	0.63762	0.425532	1.71233	0.510725
chr14-95000001-96000000	1.59011	1.40187	0.7431	0.412088	0.433839	1.54889	0.84507	0.765027	1.04948	1.57895	0.864865
chr14-96000001-97000000	0.699301	0.515907	0.754717	0.520833	1.19617	1.39405	0.840336	1.18153	0.14556	1.3913	0.943396
chr14-97000001-98000000	0.531915	1.73611	0.812128	0.66313	2.51889	0.715564	0.539084	0.527983	1.35685	1.45455	0.397219
chr14-98000001-99000000	0.875657	0.918964	0.905218	0.258398	0.704225	1.30662	0.530504	1.16649	1.26227	0.981997	0.988142
chr14-99000001-100000000	1.09091	1.00273	0.919416	0.52356	1.46699	1.02708	1.20846	0.318134	1.11888	1.23239	0.895522
chr14-100000001-101000000	0.560748	1.24224	0.492072	0.58651	0.2457	1.1396	1.23077	0.470588	0.470219	0.743494	0.550055
chr14-101000001-102000000	0.527241	0.776531	1.03037	0.527704	0.977995	1.56971	0.625	0.534188	0.875912	0.792079	0.42508
chr14-102000001-103000000	1.60142	0.745573	0.58698	0.138504	0.950119	1.01852	0.8	0.697674	1.37825	1.78926	0.533049
chr14-103000001-104000000	1.71756	1.2844	0.900394	1.76391	1.23153	0.767018	0	0.765864	1.059	2.09424	1.31148
chr14-104000001-105000000	1.54739	1.43816	0.46729	0.833333	2.82051	2.03095	0.934579	1.28655	1.20664	1.2844	0.920245
chr14-105000001-106000000	2.43446	0.798403	0.804598	0.445765	1.53453	0.909091	0.337838	0.769231	1.21951	0.387597	0.682594
chr15-25000001-26000000	0.77821	0.865385	1.65746	0.673854	2.2113	0.784314	0.58309	0.634921	1.36364	1.2	1.25392
chr15-26000001-27000000	0.195312	1.08893	1.7809	2.5	1.63551	1.50177	0.847458	2.14447	1.22283	0.5386	0.941423
chr15-27000001-28000000	0.585938	1.1474	1.15321	1.02171	0.485437	1.67754	1.5625	1.50862	0.702247	0.853242	0.644468
chr15-33000001-34000000	1.1745	0.546946	0.662617	1.23288	1.65094	0.92081	1.28535	1.24095	1.65165	1.74216	1.69323
chr15-35000001-36000000	0.396825	0.662879	1.20614	1.35501	0.702576	0.970874	1.76471	1.64474	0.294118	1.341	1.01626
chr15-36000001-37000000	0.570342	1.13736	0.619718	0.97493	0.246914	0.571429	1.47929	1.06724	0.445104	1.01833	1.18919
chr15-37000001-38000000	0.176678	1.19157	0.785193	0.573066	1.73267	0.55918	1.57729	1.33333	1.29683	0.564972	0.29383
chr15-38000001-39000000	0.790514	1.02916	0.741525	1.52566	2.57732	0.794351	0.615385	0.951374	0.923077	1.36986	0.707786
chr15-39000001-40000000	1.66667	0.775194	0.857449	1.06667	0.913242	0.856327	0.308642	0.300601	1.09546	0.902527	0.688299
chr15-40000001-41000000	0.93633	1.69173	0.328587	1.09589	0.806452	1.75439	1.16279	1.21816	0.56338	1.90641	1.16034
chr15-42000001-43000000	0.919118	1.73993	0.687467	1.00865	1.43541	0.669216	0.320513	1.36364	1.56472	0.572519	0.639659
chr15-46000001-47000000	0.747664	0.977778	1.09111	1.72643	1.73267	0.370028	0.57971	2.84091	1.0219	1.09204	0.773481
chr15-47000001-48000000	0.957854	1.48342	0.860215	1.321	1.11359	1.2844	0.574713	0.75188	1.33531	1.06195	0.737619
chr15-48000001-49000000	1.62455	1.04712	0.759219	1.69935	0.722892	1.6158	0.884956	1.57068	0.577201	0.51458	0.420168
chr15-49000001-50000000	1.05042	0.659755	0.819224	1.21786	1.0101	0.725295	1.32626	1.45577	0.612557	0.330579	0.893855
chr15-50000001-51000000	0.598802	1.81661	0.547046	1.47651	1.21951	1.3308	1.82927	0.961538	0.881057	0.352734	0.428266
chr15-51000001-52000000	1.7341	1.19376	1.17122	1.04439	1.37931	1.79584	1.69014	0.849257	1.18519	1.14566	0.214823
chr15-52000001-53000000	1.0101	0.922509	0.721821	0.524934	0.503778	0.864553	0.539084	0.838574	1.96375	1.27505	0.814664
chr15-53000001-54000000	0.60241	0.639269	1.06264	0.77821	0.963855	1.19048	0.28169	1.31435	1.04322	1.07914	0.704225
chr15-54000001-55000000	1.39721	0.927644	0.884467	1.80556	0	1.02516	2.34114	0.963597	0.960219	1.47874	1.22449
chr15-56000001-57000000	1.2	0.653595	0.978699	1.25348	0.802139	1.35397	2.28013	0.970874	0.295421	1.64234	0.672646
chr15-57000001-58000000	1.62272	1.49115	1.0158	1.26404	1.24688	1.08696	1.22699	1.19956	0.297177	1.44404	0.533618
chr15-58000001-59000000	0.749064	2.86242	0.758808	1.11111	0.45045	0.830258	0.906344	1.22449	3.77622	1.59011	0.60241
chr15-59000001-60000000	1.25673	1.46805	0.910125	1.13636	1.28205	1.21495	3.07263	1.01124	2.29555	2.75591	0.76087
chr15-60000001-61000000	0.965251	0.601892	1.32871	1.39276	0.486618	1.42857	0.282486	1.68776	0.468019	1.55709	0.654308
chr15-61000001-62000000	0.719424	1.13835	0.682415	1.26743	0.447427	0.961538	1.4245	2.1021	0.65703	1.0582	0.548847
chr15-62000001-63000000	1.74419	1.13935	0.266667	1.21951	0.702576	1.07317	0.303951	1.0661	0.300752	1.22378	0.533618
chr15-63000001-64000000	0.963391	1.31703	1.08696	0.95498	0.765306	1.01946	1.17994	1.1879	1.02639	1.5025	0.428266
chr15-64000001-65000000	1.62455	1.6129	1.07103	0.809717	0.26178	0.666667	1.50602	1.31579	0.75643	3.33333	1.70032
chr15-65000001-66000000	1.23675	1.77903	1.50943	2.16509	2.52525	1.21837	2.65487	0.748663	0.775194	1.01868	1.01729
chr15-66000001-67000000	0.93985	1.2844	0.830105	1.35135	0.531915	1.51947	1.72911	1.41921	0.593472	1.38648	0.517063
chr15-67000001-68000000	0.932836	0.779221	0.873839	0.906736	0.220264	1.03093	1.37741	1.28755	1.01744	1.58451	0.615385
chr15-68000001-69000000	0.756144	0.703606	0.960995	0.853485	1.02041	1.85005	1.1236	1.42349	0.727802	1.06762	0.535332
chr15-69000001-70000000	1.57171	1.03189	0.942408	0.534045	0.721154	0.889328	1.71429	0.951374	0.151286	1.43369	0.534188
chr15-70000001-71000000	0.914077	1.06572	0.716253	1.63711	0.91954	1.34357	1.0989	1.43003	1.35542	1.2069	1.00301
chr15-71000001-72000000	0.566038	1.2951	0.859291	1.04575	0.45977	0.669216	0.903614	0.785634	2.08333	0.680272	0.518135
chr15-73000001-74000000	1.81488	0.896861	0.592992	1.29702	1.47059	1.49953	1.9774	1.27253	0.724638	1.02916	1.45833
chr15-76000001-77000000	1.2987	0.528634	0.989011	0.868307	0.961538	1.66976	1.66113	1.40693	0.614439	1.27737	0.203046
chr15-77000001-78000000	1.14943	0.460829	0.69646	1.50273	1.27551	1.20482	1.75953	1.58228	1.0574	1.14943	0.607287
chr15-78000001-79000000	0.373832	0.88968	0.731159	0.277778	1.76768	1.26829	0.842697	1.44928	0.694444	1.41343	0.45819
chr15-79000001-80000000	1.07527	1.33452	0.715859	0.981767	1.88172	1.12045	3.07692	1.26582	1.1041	1.23023	0.748663
chr15-80000001-81000000	0.863558	1.83406	0.32538	1.04712	0.740741	2.01729	0	1.64474	0.559441	0.342466	0.631579
chr15-81000001-82000000	0.978474	0.815217	0.915455	1.14778	1.51134	0.357782	0.593472	2.2541	0.727802	1.06195	1.60481
chr15-86000001-87000000	0.78125	1.19266	1.21012	1.13065	0.697674	0.841908	2.43243	1.25261	0.560224	2.11538	1.2
chr15-87000001-88000000	0.878735	1.14035	1.3956	1.69271	1.04167	0.833333	1.81818	1.95016	1.47849	2.21843	0.889328
chr15-88000001-89000000	1.11111	1.23457	1.07803	1.63265	0.447427	0.92437	0.787402	0.974026	0.972222	2.02361	1.09019
chr15-89000001-90000000	1.54739	1.28558	0.982928	1.31234	1.01781	0.909091	0.60423	1.20219	0.685871	1.59858	1.00604
chr15-91000001-92000000	1.50094	0.71048	1.15958	1.24688	0.731707	2.09324	0.917431	0.995575	0.792393	1.06762	0.703518
chr15-92000001-93000000	0.179533	1.14943	0.754717	1.15681	2.35849	0.900901	1.27796	1.06045	0.835655	1.3913	1.2333
chr15-93000001-94000000	0.899281	1.11008	1.05791	1.2766	2.07373	0.986547	0.297619	1.00334	0.677507	1.7762	0.815494
chr15-94000001-95000000	1.53846	0.625559	0.915948	0.828729	0.480769	1.00182	1.85185	1.47679	1.22699	1.47601	1.4862
chr15-95000001-96000000	0.564972	0.888889	0.757986	1.29032	1.97531	1.05871	2.2293	1.02881	0.55788	0.679117	1.20968
chr15-96000001-97000000	1.43885	0.788091	0.530786	1.3587	1.79028	1.32248	1.63934	1.62338	0.733138	0.500835	0.903614
chr15-97000001-98000000	1.2963	0.935454	1.25889	2.07756	0.2457	0.686275	0.636943	1.08225	1.70213	1.59292	0.711382
chr15-98000001-99000000	0.380228	0.762712	0.684211	0.795756	0.728155	1.01852	1.0274	1.82208	1.97461	1.39373	1.4014
chr15-99000001-100000000	0.598802	1.1215	0.7287	0.961538	1.5873	1.05769	0.60241	1.96937	0.917431	0.530035	0.213675
chr15-100000001-101000000	1.26582	0.828729	0.648298	0.928382	1.54639	1.59574	0.268817	1.08696	1.14943	1.02215	0.851064
chr15-101000001-102000000	1.32827	0.69808	0.913978	1.53846	0.52356	0.754717	0.292398	2.75132	1.36364	3.42342	0.520291
chr16-1010001-2010000	1.27737	0.867052	1.73184	1.24827	0.524934	0.545852	2.95082	0.487211	1.51745	2.75049	0.640342
chr16-3010001-4010000	1.10497	0.549954	0.725765	1.25174	0.767263	0.698603	4.57143	1.45251	1.89229	1.0118	0.310238
chr16-4010001-5010000	0.178891	0.836431	1.59544	0.957592	0.225734	0.598802	0.58651	1.48571	1.37825	0.53286	0.974026
chr16-5010001-6010000	1.50943	0.792952	0.734137	0.560224	0.473934	0.185185	1.02564	0.733753	0.562588	0.884956	1.47348
chr16-7010001-8010000	0.793651	0.451264	1.65333	1.04302	2.75	0.680934	0.864553	1.34576	0.994318	1.0084	1.30261
chr16-9010001-10010000	0.548446	0.441306	1.43236	0.641849	1.71149	0.375587	1.82927	1.0929	0.723589	1.1041	1.75953
chr16-10010001-11010000	0.361664	0.874891	0.909577	1.1509	0.486618	0.746269	3.59281	1.91226	1.38313	1.25224	1.53846
chr16-11010001-12010000	1.81488	0.535236	0.776484	0.562588	0.236407	0.493583	0.578035	1.25	1.00143	0.384615	0.860215
chr16-12010001-13010000	0.557621	0.550964	0.946372	0.639386	1.03896	0.45045	0.27027	0.755124	1.4771	0.527241	0.675024
chr16-13010001-14010000	0.537634	0.433276	1.3306	0.990099	0.70922	0.852273	1.55039	1.67364	0.721501	0.647249	1.998
chr16-17010001-18010000	1.59292	0.528169	1.03093	0.769231	0.696056	0.46729	0.308642	1.47524	1.20805	0.504202	0.923077
chr16-19010001-20010000	1.24777	0.185357	0.532765	0.133156	0.675676	0.277778	1.17647	1.64835	0.431655	0.695652	1.3766
chr16-23010001-24010000	1.85529	1.03189	1.06553	1.50188	1.74129	1.25847	0	0.920598	1.21396	2.76873	1.36452
chr16-24010001-25010000	2.85171	0.605536	0.878099	0.522193	0.737101	0.995475	0.58309	1.73724	0.853485	1.08893	1.42566
chr16-25010001-26010000	0.695652	0.952381	1.32696	1.05541	0.755668	0.746965	0.58651	1.25714	1.59652	0.915751	1.60643
chr16-26010001-27010000	0.555556	0.660066	1.48794	0.648508	0.952381	0.613497	0.828729	1.09235	1.10345	1.02564	2.56674
chr16-27010001-28010000	1.91304	0.44964	1.18377	0.897436	1.2285	1.82517	1.1236	1.20614	0.666667	0.869565	1.15546
chr16-47335802-48335801	0.902527	1.32122	0.942408	1.40845	1.19617	0.620567	0.852273	1.67189	1.16618	1.05263	1.51668
chr16-48335802-49335801	1.30112	1.09389	0.476695	1.46277	1.4218	1.0101	1.89873	0.930714	1.30814	1.38648	1.18026
chr16-49335802-50335801	1.35397	1.72745	0.78256	0.802139	0.7109	1.07632	1.94175	0.960512	1.82073	0.857633	1.42232
chr16-50335802-51335801	0.892857	0.702988	0.591398	1.07095	1.45278	1.48368	0.872093	1.04932	0.720461	2.28873	1.15942
chr16-51335802-52335801	1.33843	1.05171	1.23856	0.637755	1.04167	1.84211	1.63934	0.827301	0.846262	1.48026	0.998004
chr16-52335802-53335801	1.64534	0.80429	0.630583	0.249066	0.243309	1.50094	1.47929	1.00784	0.406504	0.687285	1.90381
chr16-53335802-54335801	1.02041	0.711744	0.765446	1.51934	0.928074	1.1236	1.77515	0.43573	1.78571	1.20275	1.3347
chr16-54335802-55335801	0.851789	1.35823	1.22146	1.03093	1.48148	0.815217	1.1236	1.13402	1.13636	1.31363	0.905433
chr16-55335802-56335801	1.20482	1.44274	0.741918	0.966851	1.45985	1.36612	1.11421	0.738397	0.825309	1.58172	0.865801
chr16-56335802-57335801	0.93633	0.910747	0.534188	0.809717	0.831025	1.31332	1.29032	1.39186	0.920245	0.863558	1.30785
chr16-57335802-58335801	0.94162	0.942588	1.01768	1.88172	1.26582	1.14943	6.98413	0.697674	1.18168	0.877193	1.41844
chr16-58335802-59335801	0.938086	0.937766	1.0585	0.642674	1.07817	0.798403	0.581395	1.56775	2.27618	3.27022	1.20968
chr16-59335802-60335801	2.68595	1.18613	1.02426	1.2016	1.46699	1.31455	0.289017	0.80402	0.868307	2.13904	1.43296
chr16-60335802-61335801	0.364964	1.14035	1.465	1.37741	1.49626	1.01626	0.906344	1.17233	2.26308	2.6455	1.72414
chr16-61335802-62335801	1.34615	1.44274	1.32964	0.541272	2.51889	1.18939	1.10497	1.47727	0.658762	1.7331	1.18227
chr16-62335802-63335801	0.965251	1.67488	2.09251	1.10041	1.99005	1.08893	0.895522	1.81624	1.2931	1.40598	0.903614
chr16-63335802-64335801	1.66976	1.4111	1.46893	1.57895	1.90931	0.635786	0	1.01237	1.17647	2.15054	1.31579
chr16-64335802-65335801	1.59363	1.53846	1.65422	0.77821	2.23881	1.25112	1.02302	0.909091	0.560224	2.16606	2.35656
chr16-65335802-66335801	1.12782	1.00418	1.00756	1.22549	1.44578	0.915751	1.39276	1.10664	0.27894	1.41343	1.60075
chr16-66335802-67335801	0.88968	0.760456	1.08978	0.849858	1.65094	1.44788	0.549451	1.36209	1.05263	1.90641	1.04493
chr16-71335802-72335801	0.787402	0.841121	0.927441	1.51724	0.498753	2.14552	0.917431	0.794552	1.54062	0.915751	0.883219
chr16-72335802-73335801	1.82815	1.00825	1.03373	1.06525	2.14797	1.02708	0	1.4629	1.03397	1.1745	1.63934
chr16-73335802-74335801	1.26126	0.821168	1.35355	1.62162	1.14943	1.38067	1.45773	1.29171	1.81269	0.932836	3.27004
chr16-75335802-76335801	0.988142	0.683761	1.10759	1.80556	0.771208	0.909918	0	2.06186	0.85592	1.0929	2.27015
chr16-76335802-77335801	0.963391	0.951557	0.82282	1.53631	1.51134	0.851466	0.299401	1.40237	1.57729	3.16574	1.01112
chr16-77335802-78335801	0.965251	0.834725	0.753093	1.6624	2.18978	1.13208	0.771208	1.23584	0.730994	1.76991	1.11789
chr16-78335802-79335801	1.5625	0.8726	1.38815	1.22616	1.65485	1.04265	1.06952	1.03687	0.141443	2.59516	0.79602
chr16-79335802-80335801	1.42602	0.522648	0.661241	1.01781	1.7284	0.842697	1.40845	0.503018	1.37825	1.53846	1.25969
chr16-80335802-81335801	1.52672	0.452489	1.21372	2.55428	0.230415	1.5873	1.36612	1.58395	1.40647	1.06762	1.25786
chr16-81335802-82335801	1.03448	0.789474	0.910552	1.06383	0.468384	1.28586	1.18694	0.990099	0.813008	1.30506	1.85759
chr16-82335802-83335801	1.25448	1.27273	1.40086	1.60296	1.71569	1.15496	0.84507	1.21457	0.549451	0.528169	1.61453
chr16-83335802-84335801	0.689655	1.35135	0.870985	1.47453	0.712589	1.02708	1.39276	0.667408	0.574713	0.830565	0.721649
chr16-84335802-85335801	0.833333	1.11317	1.12	0.893997	1.04987	0.841908	2.09581	1.25142	0.715308	0.85034	1.37276
chr16-85335802-86335801	2.10526	0.927644	1.21951	1.55148	1.14155	1.3739	0.842697	1.08814	1.31579	0.919118	1.07759
