Bin	TCGA-BT-A3PJ	TCGA-DK-A1A7	TCGA-FD-A3N5	TCGA-FT-A3EE	pooled_low_WT	TCGA-BL-A13J	TCGA-BT-A20T	TCGA-BT-A20V	TCGA-BT-A2LA	TCGA-BT-A3PH	TCGA-CF-A27C	TCGA-DK-A1A5	TCGA-DK-A1A6	TCGA-DK-A1AA	TCGA-DK-A1AE	TCGA-DK-A3IL	TCGA-FD-A3N6	TCGA-GD-A2C5	TCGA-H4-A2HQ
chr12-84856695-85856694	0.620767	0.854701	1.55642	0.777202	1.10803	1.32576	0.75188	1.6092	0.444444	1.3267	2.1645	2.11454	1.94863	2.98851	0.229358	1.52284	0.455581	2.67753	0.99552
chr12-85856695-86856694	1.07284	0.441176	0.786164	1.49626	1.3296	1.98807	0.908265	0.74813	1.66667	1.21858	1.77384	1.0989	1.50502	0.471698	1.09409	1.50602	1.53846	1.7094	1.13052
chr12-86856695-87856694	1.07345	0.924499	1.11023	0.699301	1.18782	1.69811	0.999001	0.755668	0.627943	1.02201	1.53509	1.44312	1.36546	0.4914	0.656455	1.21317	0.689655	0.961538	0.896414
chr12-87856695-88856694	1.16602	0.306279	0.788022	0.729927	1.09215	0.393701	1.16071	1.18483	0.311526	0.862745	0.59761	1.15321	1.21951	0.486618	0.618557	0.451807	0.936768	0.684151	1.417
chr12-88856695-89856694	1.04683	0.578035	1.39535	0.707547	1.24816	0.78125	0.88845	0.42735	0.150376	1.32256	0.608519	0.4363	0.949914	0.700935	0.879121	0.15873	0.641026	0.717703	0.699627
chr12-89856695-90856694	1.17253	0.146413	1.40735	1.26582	0.852273	0.912409	0.552486	0.724638	0.45045	0.470958	1.76125	0.926706	0.479616	0.722892	0.426439	1.60514	0.428266	0.687285	0.790905
chr12-90856695-91856694	1.06383	0.440529	1.28514	1.83727	0.838415	0.198807	1.02708	1.21359	0.294551	1.06996	0.840336	1.18946	0.734095	0.694444	0.462963	0.920245	0	1.14416	0.767018
chr12-91856695-92856694	1.0503	0.487805	0.959233	0.938967	1.05337	0.386847	0.542986	1.56951	0.147493	1.2574	0.4	1.40148	0.895037	0.869565	0.490196	4.30293	1.11359	0.422386	0.957396
chr12-92856695-93856694	1.44847	0.761035	1.02362	0	0.593276	0.37594	0.547945	0.46729	1.49254	0.996933	0.4158	1.17944	1.28308	0.477327	0.819672	1.11288	1.09409	0.683371	0.737327
chr12-93856695-94856694	1.01408	1.37363	1.23457	1.25628	0.940228	1.42349	0.5386	1.18483	0.28169	0.655977	0.630252	0.575658	1.02362	0	0.671141	0.947867	0.817996	0.803674	0.428776
chr12-94856695-95856694	1.1583	0.395257	0.690184	1.41844	1.32404	0.364964	1.83486	0.890869	0.420168	0.762777	1.2685	1.15607	0.639488	0.875274	0.838574	0.882353	0.838574	0.340136	0.540784
chr12-95856695-96856694	0.92291	2.69122	1.65289	0.728155	0.743243	1.0453	1.27971	0.4329	0.549451	0.839161	0.19802	1.23348	0.575185	0.230415	0.431034	0.727802	0.225734	0.591716	0.613787
chr12-96856695-97856694	1.06622	1.23267	0.913938	0.704225	1.13788	1.0989	1.10294	1.36364	0.867052	1.69361	1.88285	1.50502	0.813008	0.411523	1.54525	0.307692	0.856531	1.47895	1.06229
chr12-97856695-98856694	0.846979	1.48148	0.631912	0.238095	0.789474	0.753296	0.786713	1.34228	0.626959	0.790798	1.03306	2.29397	1.1466	0.217391	0.634249	1.17253	0.928074	0.820633	1.0397
chr12-98856695-99856694	1.54749	0.674764	0.95941	1.17925	1.1889	1.33333	1.43816	0.928074	0.583942	0.590842	1.72414	1.2069	1.37429	0.902935	1.30719	1.85185	0.41841	0.45819	1.13583
chr12-99856695-100856694	1.24434	0.832178	0.837139	0.47619	1.44132	2.36364	1.57846	1.14155	0.452489	0.855365	1.34357	1.11684	1.02652	0.923788	0.665188	0.295858	0.683371	1.05263	1.40368
chr12-100856695-101856694	1.46444	0.27972	1.18256	0.970874	0.843882	0.929368	1.35257	1.44578	0.556328	0.56899	1.38614	1.40264	1.11023	0.694444	1.64609	0.803859	1.55902	1.427	1.3468
chr12-101856695-102856694	0.902425	0.148368	1.32939	1.17096	1.40468	1.42566	0.952381	1.21655	0.606061	1.25554	1.60321	1.12903	1.11643	0.724638	0.220751	1.08025	1.15741	1.25714	1.2488
chr12-102856695-103856694	0.654664	0.148368	0.920245	0.992556	1.82584	2.0794	0.80573	1.05485	0.469484	0.725163	1.37255	1.55738	1.3913	2.57611	1.00806	2.14067	1.44033	1.31148	2.34226
chr12-103856695-104856694	0.77135	0.580552	1.0279	1.02302	1.39567	1.08303	1.12888	1.05263	0.272109	0.889548	1.22951	1.24172	0.591216	0.22779	1.03093	0.754148	0.614754	1.20773	0.820068
chr12-104856695-105856694	0.723428	0.278164	0.960118	0.91954	1.34529	0.560748	0.794351	1.38249	0.568182	1.07941	0.592885	1.01266	0.337268	0.936768	0.613497	1.17994	0.4329	0.815851	1.2688
chr12-105856695-106856694	1.17899	0.276243	1.17096	0.982801	1.06952	0.69808	1.12945	0.481928	0.724638	0.872093	1.19048	1.13438	0.892857	1.44928	0.601202	1.26761	0.205339	0.686499	1.22238
chr12-106856695-107856694	1.41228	0.724638	1.26582	0.663717	1.24654	0.537634	1.22757	1.69492	0.598802	1.49589	1.12782	1.02128	0.965406	0.915332	0.417537	0.9375	0.446429	0.449438	1.1655
chr12-107856695-108856694	0.718232	0.598802	1.27085	0.915332	0.947226	0.357782	0.616197	1.37931	0.276243	0.73692	1.02459	1.1254	1.29573	0.860215	0.852878	1.96629	0.416667	1.01351	0.59415
chr12-109856695-110856694	0.835073	1.09589	1.22044	0.2457	1.36307	1	0.266193	0.610998	0.630517	1.10345	1.03093	1.42379	1.15652	0.623701	0.200803	0.824176	0.199601	1.13507	1.12729
chr12-110856695-111856694	1.2952	2.46575	0.734214	1.58014	0.576184	0.809061	1.13438	0.425532	0.376884	1.07219	1.51188	0.986842	0.394322	0.623701	0.78125	0.136426	0.204499	0.915332	0.968188
chr12-112856695-113856694	1.52091	1.12835	1.24611	1.42518	0.705581	0.93633	0.377003	0.869565	0.640205	0.918133	0.961538	0.966184	1.60202	0.881057	0.389105	0.298507	0.816327	0.564972	0.969462
chr12-113856695-114856694	1.11732	1.77515	1.2012	0.214592	0.969619	1.65138	0.945017	0.858369	0.70922	0.966184	0.59761	1.35135	0.625978	0.823045	2.19124	1.0479	0.754717	1.15546	1.30051
chr12-114856695-115856694	1.33905	1.7316	0.986343	0.890869	0.914435	1.06383	1.0979	1.79372	1.27119	1.07373	1.40281	1.25	3.48567	0	1.33038	0.426743	1.6	0.631579	0.831409
chr12-115856695-116856694	1.31956	1.37405	1.13208	0.917431	1.02389	0.364299	1.31086	0.434783	0.867052	0.676692	0.862069	1.15512	0.608167	0	1.06838	0.596125	1.09409	1.11111	0.600185
chr12-116856695-117856694	0.863465	1.17955	0.696594	0.464037	0.808458	0.56391	0.693842	0.627615	1.12219	1.24725	0.976562	0.737101	1.23935	1.0846	1.59363	1.35685	0.787402	0.773481	1.06089
chr12-117856695-118856694	1.2419	1.54278	1.01801	2.20588	1.41207	0.931099	0.635209	0.894855	0.261097	1.24633	0.793651	1.89613	0.555997	0.225225	0.434783	0.698324	0.961538	1.10497	0.925497
chr12-118856695-119856694	1.22732	0.4	0.854037	2.81385	0.732845	1.0327	1.14035	0.892857	0.262467	0.712251	1.50094	1.51643	1.26883	1.07759	0.974659	1.64609	0.375235	1.04408	1.03141
chr12-119856695-120856694	0.414723	1.19363	1.34069	1.10619	0.860479	0.517241	1.12069	1.05485	0.470035	1.43369	0.590551	1.24172	1.21163	2.49042	0.767754	0.451128	0.401606	1.20219	1.31455
chr12-123856695-124856694	1.29803	1.17188	1.0761	0.228833	0.671961	1.4733	1.03806	0.580271	0.845411	1.01966	0.389105	1.47441	1.41844	0.230415	0.764818	1.24827	0.378788	1.13872	0.619469
chr12-124856695-125856694	1.30276	1.08043	0.743494	0.647948	1.30641	1.05448	1.38504	0.772201	0.878294	1.21602	1.0772	1.24481	0.924499	0.424628	0.390625	1.10193	0.959693	1.77187	0.974026
chr12-125856695-126856694	1.43885	0.696379	1.25687	1.52174	1.70828	1.91205	1.90563	1.36674	0.544959	0.9908	1.60643	2.0938	1.91847	1.95122	1.69851	1.83876	0.668151	1.05758	1.9943
chr12-126856695-127856694	1.04877	1.80305	1.35542	1.86916	1.98544	1.77936	1.56971	3.90625	1.11576	1.36571	2.14844	1.46299	2.64635	1.52505	0.869565	1.14449	0.635593	1.70648	1.91499
chr12-127856695-128856694	0.821468	1.26582	2.01342	0.694444	1.61507	3.44168	1.33929	2.04082	1.35542	1.08774	0.967118	0.909843	2.19864	3.3557	1.6	1.7316	1.41176	0.868621	1.42653
chr12-128856695-129856694	1.25	2.53672	2.11961	3.01724	2.25423	2.4055	2.00913	1.25523	1.12994	1.57031	2.57426	2.1978	2.69854	2.83401	2.2869	1.38313	1.89036	1.49254	1.72978
chr12-129856695-130856694	1.5352	1.96353	1.31376	1.15207	1.91167	1.78571	1.79533	1.34831	0.761421	1.04094	2.28571	1.34494	2.22046	3.53982	2.20884	3.00752	1.37525	1.30152	1.52672
chr12-130856695-131856694	1.30364	1.82584	1.06302	1.0989	1.59902	1.83028	0.770548	0.790514	0.481348	0.969426	0.367647	1.41176	1.47287	1.18343	0.972763	1.48448	0.356506	1.0627	1.20914
chr13-21000001-22000000	0.967742	1.17994	1.23997	1.40845	0.949796	1.08696	1.3876	0.842105	1.34731	0.949598	1.02041	0.606586	0.239044	0.793651	0.663717	0.888889	0.793651	0.698487	0.85796
chr13-22000001-23000000	1.43349	1.7316	1.0878	1.78117	1.38408	1.62455	1.31827	1.11359	1.53417	1.18606	1.49893	1.11972	0.708661	0.696056	0.652174	0.754148	1.92719	1.10132	1.28499
chr13-23000001-24000000	0.971398	0.829876	1.38462	1.16822	2.05843	1.16505	0.760135	1.47368	1.58103	0.817236	0.776699	1.18044	0.498339	2.82353	1.11111	1.81818	1.26582	1.74292	1.83066
chr13-24000001-25000000	1.17779	1.45349	0.925926	2.01794	0.596026	0.675676	1.03481	1.52505	0.846262	1.14531	0.192678	1.23894	0.409836	0.639659	0.879121	0.91047	0.424628	0.995575	0.853485
chr13-26000001-27000000	0.700809	0.881057	0.697674	1.30435	0.745257	0.540541	0.898204	1.08932	0.842697	1.19314	0.816327	1.1336	0.419815	0.884956	1.16822	0.816993	0.630252	1.38728	1.3834
chr13-27000001-28000000	1.22406	3.1856	0.688073	1.22549	0.886637	0.582524	1.17223	0	0.534045	0.587803	0.631579	1.08605	1.3986	0.674157	0.925926	0.900901	0.200401	0.558659	1.54897
chr13-28000001-29000000	0.951877	1.81058	1.39092	0.923788	0.866667	0.56391	0.709849	0.442478	0.656168	0.603318	1.02041	0.918964	1.17371	0.649351	1.07759	1.73228	0.869565	1.00897	1.4459
chr13-29000001-30000000	1.11052	0.753012	0.827068	1.50376	1.45792	0.93633	1.13314	0.879121	1.0043	0.938967	1.28205	1.34228	1.51394	0.665188	1.00806	1.02639	0.843882	0.917431	1.4171
chr13-30000001-31000000	1.00056	0.958904	0.901578	0.883002	0.740741	0.688468	0.638104	0	0.794702	1.11821	0.202429	0.956175	1.03421	0.941176	1.20724	0.755287	1.83908	0.647249	0.884521
chr13-31000001-32000000	0.495322	1.11421	0.394011	1.44578	0.85922	2.38095	0.708592	0.223714	0.403769	1.18256	1.24481	1.34341	0.317965	0.414079	0.429185	0.737463	0.581395	0.535332	0.579151
chr13-32000001-33000000	1.693	1.15607	0.245298	1.3363	0.851668	0.378788	0.922509	0.941176	2.53165	1.25554	1.61616	0.324675	0.85034	0	0.444444	0.921659	0.691244	0.557414	0.757935
chr13-33000001-34000000	1.5025	1.88133	0.532725	1.88679	0.873069	0	1.02516	0.47619	1.1713	0.843558	0.434783	0.734694	0.565885	0.45045	0.877193	1.14943	0.407332	0.542888	1.22123
chr13-34000001-35000000	1.34078	1.20846	0.635425	0.712589	0.473934	0.606061	1.10294	1.51134	1.35542	1.2021	1.58103	1.23967	1.02524	1.11857	0.854701	2.04724	0.214592	0.444939	0.970403
chr13-35000001-36000000	0.749064	1.74165	0.443459	0.506329	1.36103	1.0989	0.738007	1.24069	1.53846	1.36882	0.4158	1.0989	1.23052	1.40187	2.20264	1.41287	1.62791	1.80941	1.47783
chr13-36000001-37000000	1.13391	2.18341	0.38432	0.925926	1.30048	0.573614	1.19485	0	1.37195	0.601052	0.607287	1.36519	1.18765	0.699301	1.92308	1.17994	0.860215	1.34078	1.93424
chr13-37000001-38000000	0.888395	1.14778	0.469851	1.75439	1.18033	0.18797	1.25561	0.452489	0.605144	1.17474	0.395257	1.33556	0.998336	1.16279	0.21692	1.21212	0.896861	0.316456	1.09212
chr13-38000001-39000000	1.26374	0.621118	0.655738	0.763359	1.04312	0.931099	0.965251	0.943396	0.582242	0.617761	1.41414	1.21951	1.47955	1.17925	0.911162	1.06707	0.630252	0.912201	1.39961
chr13-39000001-40000000	1.01294	0.634921	0.796178	1.71149	1.10345	1.10865	1.02612	0.763359	0.755287	1.17561	1.67364	0.932994	1.23052	1.10865	0.862069	1.13086	0.831601	0.899888	1.92024
chr13-40000001-41000000	0.881543	0.437956	0.995025	1.48148	0.746269	0.589391	0.73193	0.446429	0.78125	1.02041	1.2685	0.604491	0.572363	0.229885	0.604839	0.750751	0.430108	0.796359	1.17188
chr13-42000001-43000000	0.860215	1.23457	0.60698	1.58014	0.956284	0.587084	0.980392	0.733496	0	1.12528	0.456621	0.567261	0.913242	0.222222	0.854701	1.05105	0.656455	0.920598	0.658204
chr13-43000001-44000000	0.541712	1.08865	0.543901	0.724638	0.910364	0.175131	1.07047	0.471698	1.58273	1.02564	0.785855	0.826446	0.63593	1.34831	0	0.152439	1.06157	0.881057	0.770342
chr13-44000001-45000000	0.437637	0.831025	0.53681	1.82292	0.752394	0.904159	1.07431	0.518135	0	0.932568	0.59761	1.70068	0.749376	0.229358	0.20202	0.439883	0.884956	0.930233	0.808369
chr13-45000001-46000000	0.751073	0.568182	0.538876	0.719424	0.558269	0.749064	0.562852	0.646552	0.408719	0.989346	1.2987	1.30506	0.577082	0.470588	0.396825	0.131406	0.606061	0.577367	0.746965
chr13-46000001-47000000	0.767544	0.589971	0.229183	0.238663	0.67981	0	1.05364	0.454545	0.418994	0.512821	0.197628	0.929839	0.506329	0.642398	0.2079	0.645161	1.10375	0.454545	0.956023
chr13-47000001-48000000	0.546747	0.623053	0.801925	1.43885	1.19284	0.192308	3.27869	0.234742	0.136986	0.911162	1.21951	0.915141	1.01404	0.956938	0.218818	1.28824	0.446429	0.903955	1.02389
chr13-48000001-49000000	0.473934	0.619195	0.469484	2.76382	1.19382	0.179856	0.837989	0.445434	0.719424	0.754148	0.992063	1.55356	0.775194	1.21359	0.220264	1.5528	1.2285	0.761697	0.777832
chr13-49000001-50000000	0.269397	0.291971	0.766284	1.19617	0.545703	0.386847	1.02136	0.678733	1.74927	0.985595	0.426439	0.778547	0.322061	0.25	0.634249	0.14771	0.442478	0.652884	0.430416
chr13-50000001-51000000	0.747556	0.720461	0.444774	1.11857	1.3459	0.179211	0.451264	1.13122	0.274348	1.68993	1.00402	1.36752	1.13452	0.675676	0.223714	0.596125	1.002	0.846433	1.128
chr13-51000001-52000000	0.343446	0.934579	0.300752	1.16009	1.02459	0.736648	1.30112	0.917431	0.576369	0.688073	0.408998	1.22549	0.55336	0.645161	0.423729	1.0279	0.43573	1.00897	0.800754
chr13-54000001-55000000	1.2842	0.907716	1.72956	3.09278	1.9341	1.11317	1.70778	0.992556	1.60772	1.41159	2.69151	1.54096	2.59291	4.46429	0.669643	3.21543	2.95983	2.16155	2.00191
chr13-55000001-56000000	1.62374	1.2012	1.50198	0.722892	2.14385	1.81452	0.865385	1.64319	1.66163	1.02362	2.58065	1.15453	0.851789	2.83224	1.44033	2.34114	2.23325	2.43337	2.82318
chr13-56000001-57000000	2.37045	1.82927	2.53846	3.40633	2.1137	3.47985	2.12972	2.54453	1.14007	1.86846	1.78971	1.70251	0.973236	3.49127	1.08932	3.21593	3.38266	3.0012	3.1754
chr13-57000001-58000000	1.79935	0.157978	2.84553	1.36364	2.04978	1.00402	1.96998	3.21782	0.745156	0.813609	1.76125	1.46048	1.92476	4.05117	0.671141	2.55183	2.02247	2.94118	2.6973
chr13-58000001-59000000	2.62258	0.438596	1.86235	1.78117	1.13234	0.978474	1.14108	1.27119	0.873362	1.20192	1.52838	2.05832	0.942588	1.3544	1.08225	1.84049	1.19284	2.28833	2.27273
chr13-59000001-60000000	1.32523	0.857143	2.07337	1.2987	2.03488	1.52381	2.26843	0.950119	0.882353	1.77134	1.85567	1.5411	1.5544	5.84112	0.869565	2.72315	2.45536	2.10396	2.34742
chr13-60000001-61000000	1.09469	0.149254	1.1209	1.13379	0.827016	0.170648	1.31332	0.746269	1.00865	0.999231	1.26354	1.25523	0.724638	1.33929	1.02041	1.06383	0.930233	1.04408	1.41257
chr13-61000001-62000000	1.64474	0.475436	0.854701	1.74564	0.843289	1.26582	1.08794	1.47059	1.34128	1.16369	1.32827	0.169492	1.32861	1.31004	2.27273	1.36986	1.35135	1.23318	1.31025
chr13-62000001-63000000	2.15176	0.600601	2.1827	0.757576	1.52174	2.42537	1.68856	2.61905	1.48368	1.31477	2.12766	2.14669	1.90713	2.67857	2.80374	2.56798	3.41463	1.72414	2.68555
chr13-63000001-64000000	1.53759	0.888889	1.7282	2.18447	1.67683	0.556586	1.34615	1.33333	0.821018	1.31376	1.08932	2.1978	0.918964	1.01266	2.23714	1.66389	4.54545	1.52761	2.64836
chr13-65000001-66000000	1.55729	1.07034	1.70147	2.45098	1.41264	2.23048	1.8591	2.18978	0.934579	1.43613	2.40175	2.33362	2.25188	4.37788	3.82883	1.84049	3.44828	1.68472	1.73244
chr13-66000001-67000000	1.26235	0.956938	2.0145	1.373	2.62598	2.33918	2.54958	3.09051	1.18519	1.14068	1.8	2.53275	2.09908	2.72953	2.93501	3.11475	2.98165	2.43337	3.84803
chr13-67000001-68000000	1.28707	0.762195	2.07502	0.881057	1.43369	1.49813	1.57846	2.08333	0.923077	1.12179	2.73684	1.5887	1.61978	2.53165	2.58065	1.81518	4.85934	2.31707	2.61175
chr13-68000001-69000000	1.0771	1.23457	1.90174	1.70316	2.2409	1.38614	1.67131	3.30789	1.72684	1.37652	2.67857	1.27986	0.325468	1.40515	3.91304	1.87207	2.87611	2.9148	2.62391
chr13-69000001-70000000	0.966767	1.45161	1.79007	2.16346	2.27618	0.828157	0.884956	1.68675	0.763359	2.03046	2.12766	1.81992	1.53453	4.4289	3.61446	2.24359	3.7037	1.66468	2.92929
chr13-70000001-71000000	1.33854	1.35338	1.0989	1.9802	1.32062	1.53551	1.05163	2.49377	0.750751	1.03175	1.10132	0.958188	1.26156	1.21359	3.31754	1.81818	3.37079	2.69663	2.18797
chr13-71000001-72000000	1.72222	0.621118	1.08025	1.16822	1.1611	0.766284	1.27389	1.79487	0.162075	1.00775	1.2959	1.55844	1.23865	2.38095	2	1.28411	1.88235	2.86369	2
chr13-72000001-73000000	0.777778	0.798722	1.58353	1.52672	1.61884	0.40404	1.05668	1.21951	0.439239	1.04334	0.394477	0.87184	1.13914	0.966184	1.36364	1.25	2.16867	2.57271	1.14031
chr13-73000001-74000000	1.18443	0.580552	1.18577	0.692841	1.22117	0.570342	0.93633	0	0.712251	0.948617	2.81426	1.3245	1.39002	0.236967	0.632911	1.11821	1.13379	1.16144	0.934143
chr13-74000001-75000000	0.884467	0.873362	0.972447	0.515464	0.696864	0.3663	1.11524	0.712589	0.57971	1.75055	0.813008	0.670017	1.01954	0.473934	1.19332	0.447761	0.694444	1.14548	1.06796
chr13-75000001-76000000	1.3079	0.595238	0.943396	2.29885	1.17647	0.910747	1.23223	0.514139	0.141044	1.26761	1.46444	0.394322	0.575185	1.4862	2.06422	1.68634	1.62791	1.21413	1.10206
chr13-76000001-77000000	0.893356	0.723589	1.77743	1.0101	1.32867	0.963391	1.36585	0.457666	0.791139	1.36364	0.653595	1.20275	1.61702	1.13379	1.09649	0.658979	0.211864	1.21547	1.35704
chr13-77000001-78000000	1.2959	0	0.546875	1.69903	0.985222	0.189753	0.931099	0.697674	0.573888	0.461894	0.621118	0.838223	1.59744	0.917431	0.408998	0	1.3245	0.780379	0.53528
chr13-78000001-79000000	0.591398	0.306748	1.33648	1.33929	1.25874	0.536673	1.04563	0.684932	0.428571	1.09632	1.46751	0.767263	1.53715	2.61905	0.852878	2.10356	1.78174	1.16414	1.60976
chr13-79000001-80000000	0.964813	0.69541	1.30268	0.729927	1.08918	1.10701	1.77736	0.210526	0.606061	1.30187	1.89394	1.22485	0.396197	2.19298	1.21457	0.931677	1.13636	0.7431	0.962927
chr13-80000001-81000000	1.07649	0.788644	1.61943	1.13379	0.959561	0.71048	0.729262	0.468384	0.684932	0.78064	0.613497	0.587248	0.91135	1.15207	1.34228	0.89955	0.445434	0.672646	0.625602
chr13-81000001-82000000	1.11111	0.458015	1.56986	0.724638	0.978179	0.75188	1.5444	0.462963	1.28411	1.49477	1.06838	0.916667	1.28755	1.18483	1.2959	2	3.2419	1.26292	1.67785
chr13-82000001-83000000	1.16927	0.758725	1.48786	1.97044	1.91898	1.14943	1.21723	1.45631	1.98777	1.61043	1.27389	1.0772	1.43824	2.35849	1.2605	1.84255	2.71605	2.53317	2.4012
chr13-83000001-84000000	0.796813	1.05105	1.33648	1.64319	1.46444	1.63636	0.648749	1.70732	1.60514	1.01483	1.46138	1.21382	0.793651	1.60183	0.900901	2.11726	3.81679	2.71941	1.64016
chr13-84000001-85000000	1.26801	0.291971	1.50038	0.684932	1.68539	1.01215	1.08481	1.49626	1.50376	1.11821	1.26582	1.43885	1.5	1.97044	1.73536	1.45349	2.3753	1.67264	2.56537
chr13-85000001-86000000	1.20219	0.909091	1.86386	1.79949	1.24827	0.389864	1.04962	1.63043	1.37405	1.33964	0.898876	0.671704	1.44312	0.995025	1.1236	0.328947	2.29885	1.07875	1.42087
chr13-87000001-88000000	0.670017	0.618238	1.5873	1.84758	1.94611	1.16732	1.84843	2.19512	2.23547	1.19142	1.36986	0.763359	2.23368	2.331	2.03666	1.42405	2.83019	2.23602	2.31156
chr13-88000001-89000000	1.61383	0.794913	2.07214	2.55754	1.00215	3.1746	1.43816	2.24439	1.78571	1.9154	0.826446	1.11972	2.72647	2.93454	1.52174	2.76074	2.36559	2.37288	2.07841
chr13-89000001-90000000	0.574713	0.699301	1.24902	1.75439	2.29391	3.0303	1.16167	3.8835	1.18168	1.36437	1.22951	2.16826	1.21003	2.26244	1.51188	1.74326	3.33333	1.74216	1.26326
chr13-90000001-91000000	1.359	0.894188	1.33333	0.471698	1.22567	1.25448	1.74081	3.64078	1.22511	1.4786	1.52838	1.17351	1.25313	1.14943	2.24719	0.918836	3.64078	0.913242	2.02429
chr13-91000001-92000000	1.44204	0.716332	1.03257	1.36364	1.09815	2.60708	1.63934	2.86396	1.57233	2.15293	1.35135	0.805802	1.75732	0.992556	2.44444	1.5949	2.10084	1.79426	2.47036
chr13-92000001-93000000	1.33833	0.896861	2.64798	1.20773	2.02752	3.01205	2.53394	2.746	2.18659	1.06222	3.69565	1.52413	2.61603	1.64706	1.93133	4.42623	0.735294	0.327511	2.91353
chr13-93000001-94000000	1.22222	1.07362	1.86916	0.943396	1.92044	3.7594	1.99275	2.63789	2.1645	1.67732	2.45399	1.29534	3.00501	3.6855	0.990099	3.57698	4.39815	2.4911	3.0479
chr13-95000001-96000000	1.35796	0.13947	1.38585	0.449438	0.890411	0.716846	1.17223	1.18203	0.827586	0.522778	1.2931	0.875796	1.27011	0.47619	0.875274	0.736377	2.22717	1.0158	0.787037
chr13-96000001-97000000	1.42126	1.28571	1.16913	0.455581	0.632467	0.974659	0.878049	0.400802	0.724638	0.937951	0.894855	0.570033	1.17253	0.223214	1.46751	0.920245	0.650759	1.28655	0.778388
chr13-97000001-98000000	0.893855	1.14613	0.877193	0.663717	0.867052	1.72084	0.950735	0.977995	0.969529	1.00503	0.398406	0.995851	1.94421	0.911162	1.08225	0.614439	1.11857	0.774336	0.614367
chr13-98000001-99000000	1.11881	0.297619	1.36327	0.647948	0.788436	0.760456	0.609756	0.207039	1.12994	1.04167	0.561798	1.03717	0.883534	0.472813	0.595238	1.02941	0.833333	0.942408	0.412277
chr13-99000001-100000000	0.601751	1.3369	1.31868	2.02532	1.69811	1.07914	0.61082	0.842105	1.10041	1.39104	0.986193	1.92791	1.36437	0.215054	0.974659	1.16788	1.32827	1.31723	0.697026
chr13-100000001-101000000	1.16215	1.03704	0.755287	1.1236	1.2016	0.38835	1.10906	0.932401	1.57819	1.76082	1.52964	0.586756	0.985222	0.434783	1.0661	1.0574	0.672646	1.02273	1.02852
chr13-101000001-102000000	0.699677	0.422535	0.622084	0.787402	1.01283	1.83486	2.0202	1.28205	4.45682	1.44487	0.655022	1.52931	0.926641	1.18483	1.4433	2.08333	1.43443	0.87146	1.48113
chr13-102000001-103000000	1.12296	1.71073	0.57377	1.23762	1.01597	0.558659	1.03093	0.225225	0.757576	0.935252	0	0.668896	1.05263	2.47525	2.74841	1.98473	1.39535	1.05634	1.74588
chr13-103000001-104000000	0.878099	0.612557	0.923788	2.06186	0.740741	0.561798	0.904159	0.91954	1.76991	0.60241	0.201207	0.779221	1.31148	1.41509	1.80587	0.578035	0.680272	1.13507	1.45814
chr13-104000001-105000000	0.782998	0.878477	0.633914	2.34375	0.677507	1	1.22066	1.27551	2.93663	1.53734	2.69151	0.590717	1.31471	1.63551	1.89873	0.652529	2.47748	1.68539	1.98314
chr13-105000001-106000000	1.0181	1.04478	1.41844	1.25	0.710227	1.91939	0.605536	1.73697	1.35952	1.00619	1.0395	0.772532	1.15512	1.21359	2.86885	1.26783	1.96937	1.25	1.72075
chr13-106000001-107000000	1.19048	0.882353	1.35338	1.29534	1.35135	1.66667	1.19926	0.641026	0.979021	1.1994	1.78218	0.735294	0.772532	0.226757	1.2931	0.456621	0.642398	0.997783	1.29434
chr13-107000001-108000000	1.09349	0.589102	1.43288	1.23457	1.15725	1.07527	0.637523	0.689655	0.549451	0.540958	1	0.952381	0.861326	1.47059	1.41129	0.758725	1.03306	1.28056	1.25058
chr13-108000001-109000000	1.53089	0.70922	1.34429	1.26263	1.74703	1.35135	1.48561	1.95599	1.19403	1.35644	1.07296	1.72131	0.493827	1.18765	0.909091	0.826446	1.98238	1.1274	2.15414
chr13-109000001-110000000	0.911528	1.38462	1.29573	0.692841	1.61943	1.67785	0.935454	0.487805	1.90896	1.10701	0.990099	1.27898	1.05863	1.39211	1.0917	1.23839	1.7094	0.888889	2.07407
chr13-110000001-111000000	1.32523	0.420757	0.605144	0.990099	1.14358	1.84162	1.12749	0.395257	0.897436	1.01483	0	0.879297	1.26019	1.08225	1.96507	1.48588	0.790514	0.425985	1.01664
chr13-111000001-112000000	0.887902	1.37363	1.73062	1.19617	0.814536	0.188679	0.918274	0.446429	1.91571	1.07373	1.36986	1.4742	0.852053	0.215054	0.561798	0.886263	0.185185	0.956938	1.04265
chr13-113000001-114000000	1.02669	1.50376	1.09649	1.79775	1.23675	0.519931	0.848176	0.390625	1.02389	0.718391	0.182149	1.45631	1.16189	0.808081	0.948767	1.14943	0.988142	0.53135	0.642497
chr14-21000001-22000000	0.974553	0.531208	0.46332	2.0979	1.03026	0.184843	1.30354	0.211416	1.22283	0.776288	0.570342	0.162075	0.990099	0.443459	0.201207	0.430416	0.609756	0.997783	0.734956
chr14-22000001-23000000	1.89204	0.918836	1.22888	2.20588	0.786276	0.56391	0.474834	0.220751	1.61765	1.09329	0.835073	0.438982	1.06122	0.681818	0.865801	1.77706	1.23711	1.00446	0.716332
